# Time is in days from January 1, 2009
# X and Y are in Finnish UTM km. 
"Time","X","Y","Z"
342.666666666667,3617477.64,7134006.12,3617477.64+7134006.12i
342.833333333333,3617230.58,7134337.52,3617230.58+7134337.52i
343,3617108.67,7134531.73,3617108.67+7134531.73i
343.166666666667,3616892.38,7134860.97,3616892.38+7134860.97i
343.333333333333,3616367.85,7134932.25,3616367.85+7134932.25i
343.5,3616819.98,7135171.8,3616819.98+7135171.8i
343.666666666667,3616579.64,7136048.06,3616579.64+7136048.06i
343.833333333333,3616735.1,7136198.51,3616735.1+7136198.51i
344,3616607.26,7136161.82,3616607.26+7136161.82i
344.166666666667,3616614.12,7136160.76,3616614.12+7136160.76i
344.333333333333,3616593.83,7135694.72,3616593.83+7135694.72i
344.5,3615863.53,7135082.79,3615863.53+7135082.79i
344.666666666667,3616016.95,7134940.26,3616016.95+7134940.26i
344.833333333333,3616152.84,7135086.17,3616152.84+7135086.17i
345,3616233.34,7135076.54,3616233.34+7135076.54i
345.166666666667,3617152.59,7135040.97,3617152.59+7135040.97i
345.333333333333,3616995.24,7135058.87,3616995.24+7135058.87i
345.5,3617341.3,7135003.82,3617341.3+7135003.82i
345.666666666667,3617070.23,7134970.11,3617070.23+7134970.11i
345.833333333333,3616845.73,7134816.57,3616845.73+7134816.57i
346,3616901.98,7135150.99,3616901.98+7135150.99i
346.166666666667,3616888.77,7134966.04,3616888.77+7134966.04i
346.333333333333,3616958.15,7135087.11,3616958.15+7135087.11i
346.5,3614702.28,7134640.81,3614702.28+7134640.81i
346.666666666667,3614332.5,7134618.35,3614332.5+7134618.35i
346.833333333333,3614398.07,7134737.88,3614398.07+7134737.88i
347,3614152.51,7134539.69,3614152.51+7134539.69i
347.166666666667,3614560.73,7134566.45,3614560.73+7134566.45i
347.333333333333,3613985.58,7134661.42,3613985.58+7134661.42i
347.5,3613473.59,7134625.12,3613473.59+7134625.12i
347.666666666667,3608692.68,7135664.07,3608692.68+7135664.07i
347.833333333333,3608523.56,7135693.8,3608523.56+7135693.8i
348,3608640.02,7135761.59,3608640.02+7135761.59i
348.166666666667,3608431.02,7135826.76,3608431.02+7135826.76i
348.333333333333,3608408.21,7135903.82,3608408.21+7135903.82i
348.5,3608538.17,7135552.27,3608538.17+7135552.27i
348.666666666667,3608506.03,7135529.94,3608506.03+7135529.94i
348.833333333333,3608635.24,7135756.48,3608635.24+7135756.48i
349,3608630.66,7135778.31,3608630.66+7135778.31i
349.166666666667,3608497.58,7135665.18,3608497.58+7135665.18i
349.333333333333,3608199.5,7135617.29,3608199.5+7135617.29i
349.5,3606722.62,7135646.85,3606722.62+7135646.85i
349.666666666667,3603462.86,7135055.15,3603462.86+7135055.15i
349.833333333333,3601467.84,7135022.56,3601467.84+7135022.56i
350,3600247.46,7133999.64,3600247.46+7133999.64i
350.166666666667,3594299.48,7132349.1,3594299.48+7132349.1i
350.333333333333,3589010.24,7133993.75,3589010.24+7133993.75i
350.5,3584634.39,7132879.66,3584634.39+7132879.66i
350.666666666667,3582082.24,7131815.35,3582082.24+7131815.35i
350.833333333333,3582090.18,7131820.04,3582090.18+7131820.04i
353.333333333333,3595946.67,7133741.82,3595946.67+7133741.82i
353.5,3601208.88,7130807.8,3601208.88+7130807.8i
353.666666666667,3601975.37,7130559.38,3601975.37+7130559.38i
353.833333333333,3602146.33,7130571.19,3602146.33+7130571.19i
354,3602236.58,7130358.96,3602236.58+7130358.96i
354.166666666667,3602461.66,7130157.82,3602461.66+7130157.82i
354.333333333333,3602389,7129852.5,3602389+7129852.5i
356.833333333333,3600777.75,7130919.12,3600777.75+7130919.12i
357,3600768.07,7130800.62,3600768.07+7130800.62i
357.166666666667,3600736.75,7130786.42,3600736.75+7130786.42i
357.333333333333,3600923.57,7130626.09,3600923.57+7130626.09i
357.5,3600760.4,7130252.76,3600760.4+7130252.76i
357.666666666667,3600711.25,7130224.98,3600711.25+7130224.98i
357.833333333333,3600600.87,7130073.72,3600600.87+7130073.72i
358,3599632.11,7129324.48,3599632.11+7129324.48i
358.166666666667,3599670.45,7129280.64,3599670.45+7129280.64i
358.333333333333,3599706.59,7129166.87,3599706.59+7129166.87i
358.5,3600818.59,7130013.15,3600818.59+7130013.15i
358.666666666667,3601353.38,7130423.25,3601353.38+7130423.25i
358.833333333333,3601555.16,7130765.81,3601555.16+7130765.81i
359,3601388.94,7131115.39,3601388.94+7131115.39i
359.166666666667,3601559.82,7130398.96,3601559.82+7130398.96i
359.333333333333,3601551.52,7130737.04,3601551.52+7130737.04i
359.5,3601555.89,7130815.31,3601555.89+7130815.31i
359.666666666667,3599640.47,7129185.8,3599640.47+7129185.8i
359.833333333333,3599686.27,7129104.03,3599686.27+7129104.03i
360,3600461.88,7130783.8,3600461.88+7130783.8i
360.166666666667,3600584.96,7130572.3,3600584.96+7130572.3i
365,3601013.92,7131165.6,3601013.92+7131165.6i
365.166666666667,3601053.4,7131192.12,3601053.4+7131192.12i
365.333333333333,3601251.17,7130828.59,3601251.17+7130828.59i
365.5,3599837.92,7129105.78,3599837.92+7129105.78i
365.666666666667,3599406.57,7129648.24,3599406.57+7129648.24i
365.833333333333,3597578.02,7132046.9,3597578.02+7132046.9i
366,3595803.93,7133013.34,3595803.93+7133013.34i
373.166666666667,3601799.25,7128315.59,3601799.25+7128315.59i
373.333333333333,3602500.5,7129199.2,3602500.5+7129199.2i
373.5,3603060.58,7129289.67,3603060.58+7129289.67i
373.666666666667,3603253.81,7129259.39,3603253.81+7129259.39i
373.833333333333,3603254.06,7128989.58,3603254.06+7128989.58i
374,3603182.27,7129019.24,3603182.27+7129019.24i
374.166666666667,3603176.31,7129019.9,3603176.31+7129019.9i
377.833333333333,3598395.83,7131130.3,3598395.83+7131130.3i
378,3597570.05,7132025.79,3597570.05+7132025.79i
378.166666666667,3597526.81,7132170.06,3597526.81+7132170.06i
378.333333333333,3597266.46,7132097.14,3597266.46+7132097.14i
378.5,3596852,7131918.55,3596852+7131918.55i
378.666666666667,3597308.32,7132272.55,3597308.32+7132272.55i
378.833333333333,3597351.18,7132065.16,3597351.18+7132065.16i
379,3597480.92,7132161.45,3597480.92+7132161.45i
379.166666666667,3597346.25,7132130.57,3597346.25+7132130.57i
379.333333333333,3597346.4,7132083.54,3597346.4+7132083.54i
379.5,3596608.4,7131300.8,3596608.4+7131300.8i
379.666666666667,3599544.52,7128564,3599544.52+7128564i
379.833333333333,3599608.89,7128566.07,3599608.89+7128566.07i
380,3601196.05,7129854.19,3601196.05+7129854.19i
380.166666666667,3600693.23,7130111.93,3600693.23+7130111.93i
380.333333333333,3600922.06,7129827.67,3600922.06+7129827.67i
380.5,3595053.63,7133467.9,3595053.63+7133467.9i
380.666666666667,3595215.84,7133702.37,3595215.84+7133702.37i
380.833333333333,3595338.21,7133684.02,3595338.21+7133684.02i
381,3595291.99,7133655.69,3595291.99+7133655.69i
381.166666666667,3595588.3,7133526.64,3595588.3+7133526.64i
381.333333333333,3596918.49,7134179.38,3596918.49+7134179.38i
381.5,3598248.26,7135032.13,3598248.26+7135032.13i
381.666666666667,3596847.66,7134163.62,3596847.66+7134163.62i
381.833333333333,3596839.32,7134163.3,3596839.32+7134163.3i
382,3596841.97,7134048.04,3596841.97+7134048.04i
382.166666666667,3596709.8,7134048.1,3596709.8+7134048.1i
382.333333333333,3597184,7134778.02,3597184+7134778.02i
382.5,3596574.38,7134349.41,3596574.38+7134349.41i
382.666666666667,3596705.82,7134291.3,3596705.82+7134291.3i
382.833333333333,3596695.42,7134267.2,3596695.42+7134267.2i
383,3596867.59,7134034.31,3596867.59+7134034.31i
383.166666666667,3596612.53,7133906.45,3596612.53+7133906.45i
383.333333333333,3596949.88,7134979.36,3596949.88+7134979.36i
383.5,3596731.31,7135294.94,3596731.31+7135294.94i
384.833333333333,3596272.28,7134396.3,3596272.28+7134396.3i
385,3596337.34,7134455.1,3596337.34+7134455.1i
385.166666666667,3596282.77,7134775.24,3596282.77+7134775.24i
385.333333333333,3596362.34,7134818.22,3596362.34+7134818.22i
385.5,3596992,7135125.31,3596992+7135125.31i
385.666666666667,3596112.22,7134269.97,3596112.22+7134269.97i
385.833333333333,3596165.16,7134409.39,3596165.16+7134409.39i
387.166666666667,3596012.74,7136066.56,3596012.74+7136066.56i
387.333333333333,3596739.62,7135380.47,3596739.62+7135380.47i
387.5,3596850.97,7135110.87,3596850.97+7135110.87i
387.666666666667,3596915.63,7133696.88,3596915.63+7133696.88i
387.833333333333,3597195.44,7132511.5,3597195.44+7132511.5i
388,3597621.67,7132004.36,3597621.67+7132004.36i
388.166666666667,3597693.67,7132095.21,3597693.67+7132095.21i
388.333333333333,3596955.12,7132874.61,3596955.12+7132874.61i
388.5,3596728.05,7135188.12,3596728.05+7135188.12i
388.666666666667,3597135.62,7135739.62,3597135.62+7135739.62i
388.833333333333,3597313.68,7135561.76,3597313.68+7135561.76i
389,3597511.13,7137075.36,3597511.13+7137075.36i
389.166666666667,3598012.44,7137375.53,3598012.44+7137375.53i
389.333333333333,3597730.43,7137936.77,3597730.43+7137936.77i
389.5,3597704.18,7140486.11,3597704.18+7140486.11i
389.666666666667,3596060.2,7141705.15,3596060.2+7141705.15i
389.833333333333,3596064.75,7141702.53,3596064.75+7141702.53i
390,3597293.8,7141286.97,3597293.8+7141286.97i
390.166666666667,3597408.19,7141179.13,3597408.19+7141179.13i
390.333333333333,3599360.75,7139133.52,3599360.75+7139133.52i
390.5,3598174.05,7137213.32,3598174.05+7137213.32i
390.666666666667,3598702.83,7134655.51,3598702.83+7134655.51i
390.833333333333,3598719.79,7134605.93,3598719.79+7134605.93i
391,3598906.75,7133948.16,3598906.75+7133948.16i
391.166666666667,3598351.35,7133887.32,3598351.35+7133887.32i
391.333333333333,3598090.67,7133896.91,3598090.67+7133896.91i
391.5,3596844.95,7133913.83,3596844.95+7133913.83i
391.666666666667,3595874.23,7133748.92,3595874.23+7133748.92i
391.833333333333,3595866.34,7133755.33,3595866.34+7133755.33i
392,3595929.91,7133758.09,3595929.91+7133758.09i
392.166666666667,3595951.43,7133771.89,3595951.43+7133771.89i
392.333333333333,3596341.19,7133773.75,3596341.19+7133773.75i
392.5,3596400.54,7134444.94,3596400.54+7134444.94i
392.666666666667,3598456.32,7137206.53,3598456.32+7137206.53i
392.833333333333,3598218.78,7137471.35,3598218.78+7137471.35i
393,3598299.07,7137429.02,3598299.07+7137429.02i
393.166666666667,3598594.57,7137355.14,3598594.57+7137355.14i
393.333333333333,3598842.61,7137790.66,3598842.61+7137790.66i
393.5,3598757.03,7138895.46,3598757.03+7138895.46i
393.666666666667,3599239.93,7139341.43,3599239.93+7139341.43i
393.833333333333,3599153.01,7139781.16,3599153.01+7139781.16i
394,3599236.95,7140211.82,3599236.95+7140211.82i
395.333333333333,3599097.84,7138701.1,3599097.84+7138701.1i
395.5,3598868.65,7137688.49,3598868.65+7137688.49i
395.666666666667,3598499.76,7137338.91,3598499.76+7137338.91i
395.833333333333,3598562.65,7137362.38,3598562.65+7137362.38i
396,3597741.38,7137688.16,3597741.38+7137688.16i
396.166666666667,3597686.51,7138718.13,3597686.51+7138718.13i
396.333333333333,3598083.1,7138562.67,3598083.1+7138562.67i
396.5,3597857.83,7138962.19,3597857.83+7138962.19i
396.666666666667,3598335.61,7138646.29,3598335.61+7138646.29i
396.833333333333,3598401.24,7138504.15,3598401.24+7138504.15i
397,3598751.6,7137771,3598751.6+7137771i
397.166666666667,3598791.99,7137727.02,3598791.99+7137727.02i
397.333333333333,3598787.4,7139411.11,3598787.4+7139411.11i
397.5,3598615.67,7140207.67,3598615.67+7140207.67i
403.5,3598512.31,7137173.25,3598512.31+7137173.25i
403.666666666667,3598464.35,7137279.69,3598464.35+7137279.69i
403.833333333333,3598386.83,7137236.81,3598386.83+7137236.81i
404,3598490.73,7137293.54,3598490.73+7137293.54i
404.166666666667,3598365.46,7137335.51,3598365.46+7137335.51i
404.333333333333,3598169.04,7137239.06,3598169.04+7137239.06i
404.5,3597757.85,7136884.14,3597757.85+7136884.14i
405.833333333333,3598022.48,7136821.22,3598022.48+7136821.22i
406,3598138.48,7136783.7,3598138.48+7136783.7i
406.166666666667,3598290.91,7136692.21,3598290.91+7136692.21i
406.333333333333,3598557.25,7136768.94,3598557.25+7136768.94i
406.5,3598350.83,7136624.38,3598350.83+7136624.38i
406.666666666667,3597507.98,7137139.51,3597507.98+7137139.51i
406.833333333333,3597929.66,7136154.29,3597929.66+7136154.29i
408.166666666667,3598297.97,7134597.73,3598297.97+7134597.73i
408.333333333333,3598162.42,7134662.85,3598162.42+7134662.85i
408.5,3598367.53,7134676.68,3598367.53+7134676.68i
408.666666666667,3598212.69,7133450.4,3598212.69+7133450.4i
408.833333333333,3598210.21,7133433.86,3598210.21+7133433.86i
409,3598236.73,7133332.07,3598236.73+7133332.07i
409.166666666667,3598234.14,7133327.81,3598234.14+7133327.81i
410.5,3595820.32,7136090.11,3595820.32+7136090.11i
410.666666666667,3595872.55,7136098.14,3595872.55+7136098.14i
410.833333333333,3595890.18,7136081.9,3595890.18+7136081.9i
411,3595837.01,7136199.28,3595837.01+7136199.28i
411.166666666667,3595841.79,7136243.76,3595841.79+7136243.76i
411.333333333333,3595682.48,7136235.55,3595682.48+7136235.55i
411.5,3595923.01,7136427.69,3595923.01+7136427.69i
416.333333333333,3598997.74,7138809.11,3598997.74+7138809.11i
416.5,3599030.13,7138802.43,3599030.13+7138802.43i
416.666666666667,3599084.79,7138788.92,3599084.79+7138788.92i
416.833333333333,3599090.69,7138790,3599090.69+7138790i
417,3599183.96,7138544.5,3599183.96+7138544.5i
417.166666666667,3599182.77,7138542.22,3599182.77+7138542.22i
417.333333333333,3599017.46,7136843.41,3599017.46+7136843.41i
418.666666666667,3598819.2,7134684.42,3598819.2+7134684.42i
418.833333333333,3598601.89,7134419.78,3598601.89+7134419.78i
419,3598560.97,7134453.16,3598560.97+7134453.16i
419.166666666667,3598577.19,7134363.17,3598577.19+7134363.17i
419.333333333333,3598829.59,7134062.44,3598829.59+7134062.44i
419.5,3598023.94,7134524.23,3598023.94+7134524.23i
419.666666666667,3596942.21,7133866.45,3596942.21+7133866.45i
425.666666666667,3596649.54,7134817.71,3596649.54+7134817.71i
425.833333333333,3596654.47,7134975.2,3596654.47+7134975.2i
426,3596603.85,7134977.75,3596603.85+7134977.75i
426.166666666667,3596599.15,7134981.57,3596599.15+7134981.57i
426.333333333333,3597107.45,7134873.32,3597107.45+7134873.32i
426.5,3596750.31,7134770,3596750.31+7134770i
426.666666666667,3596258.24,7134752.2,3596258.24+7134752.2i
427.583333333333,3597629.73,7133511.11,3597629.73+7133511.11i
427.625,3596724.82,7133619.7,3596724.82+7133619.7i
427.666666666667,3596716.03,7133603.56,3596716.03+7133603.56i
427.708333333333,3596754.74,7133641.7,3596754.74+7133641.7i
427.75,3596667.58,7133622.3,3596667.58+7133622.3i
427.791666666667,3596666.91,7133616.04,3596666.91+7133616.04i
427.833333333333,3596665.23,7133622.9,3596665.23+7133622.9i
429.333333333333,3597914.86,7132068.62,3597914.86+7132068.62i
429.375,3597927.21,7132101.54,3597927.21+7132101.54i
429.416666666667,3597938.76,7132089.75,3597938.76+7132089.75i
429.458333333333,3597919.89,7132054.11,3597919.89+7132054.11i
429.5,3597524.26,7131782.71,3597524.26+7131782.71i
429.541666666667,3597490.59,7131787.28,3597490.59+7131787.28i
429.583333333333,3597507.24,7131816.3,3597507.24+7131816.3i
429.625,3597501.64,7131827.16,3597501.64+7131827.16i
429.666666666667,3597491.31,7131842.97,3597491.31+7131842.97i
429.708333333333,3597518.94,7131800.01,3597518.94+7131800.01i
429.75,3597591.31,7131843.1,3597591.31+7131843.1i
429.791666666667,3597578.27,7131843.71,3597578.27+7131843.71i
429.833333333333,3597585.5,7131845.62,3597585.5+7131845.62i
429.875,3597587.71,7131846.47,3597587.71+7131846.47i
431.083333333333,3597815.94,7132134.11,3597815.94+7132134.11i
431.125,3597822.57,7132142.16,3597822.57+7132142.16i
431.166666666667,3597506.75,7132146.99,3597506.75+7132146.99i
431.208333333333,3597332.44,7132193.87,3597332.44+7132193.87i
431.25,3597260.06,7132385.37,3597260.06+7132385.37i
431.291666666667,3597275.46,7132390.19,3597275.46+7132390.19i
431.333333333333,3597268.29,7132395.36,3597268.29+7132395.36i
431.375,3597184,7132134.87,3597184+7132134.87i
431.416666666667,3597217.94,7132064.8,3597217.94+7132064.8i
431.458333333333,3597216.78,7132073.62,3597216.78+7132073.62i
431.5,3597230.25,7132077.99,3597230.25+7132077.99i
431.541666666667,3597293.31,7132117.57,3597293.31+7132117.57i
431.583333333333,3597276.18,7132130.98,3597276.18+7132130.98i
431.625,3597298.76,7132111.21,3597298.76+7132111.21i
432.541666666667,3597746.78,7132048.63,3597746.78+7132048.63i
432.583333333333,3597769.92,7132066.54,3597769.92+7132066.54i
432.625,3597780.84,7132059.43,3597780.84+7132059.43i
432.666666666667,3597817.74,7132108.5,3597817.74+7132108.5i
432.708333333333,3597815.91,7132132.37,3597815.91+7132132.37i
432.75,3597843.42,7132071.56,3597843.42+7132071.56i
432.791666666667,3597820.23,7132112.48,3597820.23+7132112.48i
433.125,3597872.97,7132077.49,3597872.97+7132077.49i
433.166666666667,3597876.07,7132071.74,3597876.07+7132071.74i
433.208333333333,3597939.11,7132069.55,3597939.11+7132069.55i
433.25,3597942.79,7132036.88,3597942.79+7132036.88i
433.291666666667,3597817.57,7132104.62,3597817.57+7132104.62i
433.333333333333,3597819.4,7132102.07,3597819.4+7132102.07i
433.375,3597820.41,7132103.95,3597820.41+7132103.95i
433.416666666667,3597818.14,7132101.95,3597818.14+7132101.95i
433.458333333333,3597710.09,7132272.78,3597710.09+7132272.78i
433.5,3597886.87,7132227.86,3597886.87+7132227.86i
433.541666666667,3597888.45,7132212.07,3597888.45+7132212.07i
433.583333333333,3597888.46,7132208.75,3597888.46+7132208.75i
433.625,3597818.76,7132498.06,3597818.76+7132498.06i
433.666666666667,3597816.02,7132454.14,3597816.02+7132454.14i
434.291666666667,3597576.51,7132117.62,3597576.51+7132117.62i
434.333333333333,3597572.52,7132126.67,3597572.52+7132126.67i
434.375,3596988.07,7131656.84,3596988.07+7131656.84i
434.416666666667,3595745.85,7131006.31,3595745.85+7131006.31i
434.458333333333,3595785.89,7130985.3,3595785.89+7130985.3i
434.5,3595784.33,7130979.45,3595784.33+7130979.45i
434.541666666667,3595770.27,7131000.1,3595770.27+7131000.1i
435.166666666667,3597896.24,7132181.18,3597896.24+7132181.18i
435.208333333333,3597986.71,7132016.49,3597986.71+7132016.49i
435.25,3597242,7132583.47,3597242+7132583.47i
435.291666666667,3597201.85,7132553.19,3597201.85+7132553.19i
435.333333333333,3597207.09,7132602.34,3597207.09+7132602.34i
435.375,3597208.19,7132601.18,3597208.19+7132601.18i
435.416666666667,3596223.06,7132650.48,3596223.06+7132650.48i
436.041666666667,3597327.27,7132326.79,3597327.27+7132326.79i
436.125,3597326.19,7132327.07,3597326.19+7132327.07i
436.166666666667,3597330.49,7132339,3597330.49+7132339i
436.208333333333,3597301.4,7132348.6,3597301.4+7132348.6i
436.25,3597284.75,7132307.18,3597284.75+7132307.18i
436.291666666667,3597337.16,7132282.61,3597337.16+7132282.61i
436.333333333333,3597308.04,7132254.41,3597308.04+7132254.41i
436.375,3597314.21,7132243.77,3597314.21+7132243.77i
436.416666666667,3597312.88,7132242.94,3597312.88+7132242.94i
436.458333333333,3597309.17,7132243.31,3597309.17+7132243.31i
436.5,3597317.9,7132255.96,3597317.9+7132255.96i
436.541666666667,3597314.88,7132268.19,3597314.88+7132268.19i
436.583333333333,3597322.65,7132259.21,3597322.65+7132259.21i
437.208333333333,3597227.33,7132141.51,3597227.33+7132141.51i
437.291666666667,3597284.55,7132361.7,3597284.55+7132361.7i
437.333333333333,3597253.39,7132353.99,3597253.39+7132353.99i
437.375,3597262.85,7132386.44,3597262.85+7132386.44i
437.416666666667,3597239.04,7132368.19,3597239.04+7132368.19i
437.458333333333,3597194.65,7132317.08,3597194.65+7132317.08i
437.791666666667,3597560.18,7132695.66,3597560.18+7132695.66i
437.833333333333,3597561.49,7132700.24,3597561.49+7132700.24i
437.875,3597563.3,7132701.44,3597563.3+7132701.44i
437.916666666667,3597583.32,7132671.33,3597583.32+7132671.33i
437.958333333333,3597562.13,7132653.15,3597562.13+7132653.15i
438,3597622.76,7132617.53,3597622.76+7132617.53i
438.041666666667,3597618.65,7132609.16,3597618.65+7132609.16i
438.375,3597285.34,7133290.56,3597285.34+7133290.56i
438.416666666667,3597050.94,7135012.64,3597050.94+7135012.64i
438.458333333333,3597064.38,7134945.24,3597064.38+7134945.24i
438.5,3597089.63,7134946.53,3597089.63+7134946.53i
438.541666666667,3597112.5,7134900.31,3597112.5+7134900.31i
438.583333333333,3596681.09,7134945.2,3596681.09+7134945.2i
438.625,3596364.92,7134446.88,3596364.92+7134446.88i
438.666666666667,3596241.13,7134380.05,3596241.13+7134380.05i
438.708333333333,3596323.47,7134361.23,3596323.47+7134361.23i
438.75,3596417.04,7134412.98,3596417.04+7134412.98i
438.791666666667,3596409.77,7134424.34,3596409.77+7134424.34i
438.833333333333,3596411.81,7134418.17,3596411.81+7134418.17i
438.875,3596409.99,7134426.48,3596409.99+7134426.48i
438.916666666667,3596427.5,7134432.04,3596427.5+7134432.04i
442.833333333333,3597174.4,7134906.62,3597174.4+7134906.62i
443,3596773.93,7134703.78,3596773.93+7134703.78i
443.166666666667,3596717.51,7134684.49,3596717.51+7134684.49i
443.333333333333,3596768.97,7134710.08,3596768.97+7134710.08i
443.5,3596763.2,7134705.1,3596763.2+7134705.1i
443.666666666667,3597097.19,7134946.95,3597097.19+7134946.95i
443.833333333333,3597102.4,7134891.03,3597102.4+7134891.03i
444,3596830.05,7134738.55,3596830.05+7134738.55i
444.166666666667,3596794.05,7134574.6,3596794.05+7134574.6i
444.333333333333,3597179.88,7134860.46,3597179.88+7134860.46i
444.5,3596166.26,7134411.13,3596166.26+7134411.13i
444.666666666667,3596543.25,7133782.78,3596543.25+7133782.78i
444.833333333333,3596680.26,7133686.91,3596680.26+7133686.91i
445,3596645.03,7133649.3,3596645.03+7133649.3i
445.166666666667,3596654.91,7133653.29,3596654.91+7133653.29i
445.333333333333,3596669.78,7133620.27,3596669.78+7133620.27i
445.5,3596657.55,7133575.06,3596657.55+7133575.06i
445.666666666667,3596672.2,7133590.53,3596672.2+7133590.53i
445.833333333333,3597254.66,7134326.64,3597254.66+7134326.64i
446,3596390.38,7134939.84,3596390.38+7134939.84i
446.166666666667,3596385.42,7134927.98,3596385.42+7134927.98i
446.333333333333,3596236.25,7134774.35,3596236.25+7134774.35i
446.5,3596306.62,7134644.55,3596306.62+7134644.55i
446.666666666667,3596493.52,7134347.09,3596493.52+7134347.09i
446.833333333333,3596789.17,7133685.23,3596789.17+7133685.23i
447,3596827.16,7133700.95,3596827.16+7133700.95i
447.166666666667,3596827.36,7133700.64,3596827.36+7133700.64i
447.333333333333,3596817.52,7133611.01,3596817.52+7133611.01i
447.5,3596665.09,7133630.56,3596665.09+7133630.56i
447.666666666667,3597704.58,7132557.55,3597704.58+7132557.55i
447.833333333333,3596515.28,7135026.83,3596515.28+7135026.83i
448,3596510.79,7135171.62,3596510.79+7135171.62i
448.166666666667,3596495.47,7135140.54,3596495.47+7135140.54i
448.333333333333,3597106.29,7135011.18,3597106.29+7135011.18i
448.5,3596430.05,7135405.48,3596430.05+7135405.48i
448.666666666667,3596435.2,7135369.46,3596435.2+7135369.46i
448.833333333333,3596493.88,7134106.99,3596493.88+7134106.99i
449,3596472.67,7134670.01,3596472.67+7134670.01i
449.166666666667,3596399.29,7134553.36,3596399.29+7134553.36i
449.333333333333,3596493.91,7134506.08,3596493.91+7134506.08i
449.5,3596498.93,7134552.53,3596498.93+7134552.53i
449.666666666667,3596562.46,7134520.27,3596562.46+7134520.27i
449.833333333333,3596792.81,7134179.87,3596792.81+7134179.87i
450,3596807.01,7134131.5,3596807.01+7134131.5i
450.166666666667,3596847.6,7134310.11,3596847.6+7134310.11i
450.333333333333,3596963.84,7135073.77,3596963.84+7135073.77i
450.5,3596446.33,7135422.02,3596446.33+7135422.02i
450.666666666667,3596395.93,7135426.71,3596395.93+7135426.71i
450.833333333333,3596418.11,7135450.09,3596418.11+7135450.09i
451,3596463.02,7135395.96,3596463.02+7135395.96i
451.166666666667,3596477.47,7135402.65,3596477.47+7135402.65i
451.333333333333,3597024.7,7135060.89,3597024.7+7135060.89i
451.5,3596560.65,7135463.3,3596560.65+7135463.3i
451.666666666667,3596949.87,7134985.55,3596949.87+7134985.55i
451.833333333333,3596165.39,7134335.84,3596165.39+7134335.84i
452,3596129.03,7134326.96,3596129.03+7134326.96i
452.166666666667,3596160.1,7134318.84,3596160.1+7134318.84i
452.333333333333,3596113.61,7134322.84,3596113.61+7134322.84i
452.5,3597027.67,7135056.16,3597027.67+7135056.16i
452.666666666667,3596571.16,7135477.74,3596571.16+7135477.74i
452.833333333333,3596574.24,7135463.77,3596574.24+7135463.77i
453,3596474.72,7135445.85,3596474.72+7135445.85i
453.166666666667,3596853.82,7135199.87,3596853.82+7135199.87i
453.333333333333,3596969.15,7133550.06,3596969.15+7133550.06i
453.5,3596002.78,7132877.49,3596002.78+7132877.49i
453.666666666667,3596551.6,7132793.3,3596551.6+7132793.3i
453.833333333333,3596823.36,7133634.6,3596823.36+7133634.6i
454,3596805.24,7133675.26,3596805.24+7133675.26i
454.166666666667,3596801.27,7133735.04,3596801.27+7133735.04i
454.333333333333,3596973.54,7134992.6,3596973.54+7134992.6i
454.5,3598387.92,7134902.73,3598387.92+7134902.73i
454.666666666667,3598371.7,7135152.05,3598371.7+7135152.05i
454.833333333333,3598148.64,7135119.48,3598148.64+7135119.48i
455,3598155.28,7135109.21,3598155.28+7135109.21i
455.166666666667,3597352.73,7135147.55,3597352.73+7135147.55i
455.333333333333,3597851.88,7135003.35,3597851.88+7135003.35i
455.5,3598109.31,7135196.62,3598109.31+7135196.62i
455.666666666667,3598048.51,7135240.5,3598048.51+7135240.5i
455.833333333333,3597997.1,7135195.28,3597997.1+7135195.28i
456,3598033.97,7135248.37,3598033.97+7135248.37i
456.166666666667,3598048.96,7135274.74,3598048.96+7135274.74i
456.333333333333,3598136.7,7135149.07,3598136.7+7135149.07i
456.5,3598128.29,7135168.81,3598128.29+7135168.81i
456.666666666667,3598132.14,7135341.16,3598132.14+7135341.16i
456.833333333333,3597992.62,7135694.88,3597992.62+7135694.88i
457,3598042.26,7135674.31,3598042.26+7135674.31i
457.166666666667,3598088.89,7135617.95,3598088.89+7135617.95i
457.333333333333,3598100.69,7135249.84,3598100.69+7135249.84i
457.5,3598122.92,7135229.66,3598122.92+7135229.66i
457.666666666667,3598245.16,7134917.49,3598245.16+7134917.49i
457.833333333333,3598175.07,7135068.31,3598175.07+7135068.31i
458,3598057.89,7135082.51,3598057.89+7135082.51i
458.166666666667,3598026.15,7135060.28,3598026.15+7135060.28i
458.333333333333,3598083.57,7135006.63,3598083.57+7135006.63i
458.5,3598189.76,7135115.91,3598189.76+7135115.91i
458.666666666667,3598179,7135051.91,3598179+7135051.91i
458.833333333333,3597941.8,7135228.45,3597941.8+7135228.45i
459,3597940.98,7135229.58,3597940.98+7135229.58i
459.166666666667,3597980.28,7135150.42,3597980.28+7135150.42i
459.333333333333,3597956.75,7135210.99,3597956.75+7135210.99i
459.5,3598002.47,7135206.37,3598002.47+7135206.37i
459.666666666667,3598133.98,7135254.27,3598133.98+7135254.27i
459.833333333333,3598155.48,7135307.7,3598155.48+7135307.7i
460,3598245.16,7135582.16,3598245.16+7135582.16i
460.166666666667,3598698.05,7136051.25,3598698.05+7136051.25i
460.333333333333,3598786.13,7136200.77,3598786.13+7136200.77i
