"GPS_Main_ID","Collar_ID","Object_ID","PubName","Sex","GMT_date","LMT_date","Longitude","Latitude","Height","Locale_N","Locale_E","Locale_H","DOP","Nav","Sats_used","Validated","Main","Bkup","TEMP","SMS_date","Valid_pos","Db_ID","ID","SubPop","Z","Time"
13409,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-04 00:00:49","4.11.2009 1:00:49",29.27,64.27,223.97,7132204.23,3610159.7,NA,2.4,"3D",NA,"Yes",3.28,3.44,4,"4.11.2009 14:04:26",2,21,"rt_fi_09_008","East",3610159.7+7132204.23i,"2009-11-04 00:00:49"
13408,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-04 04:00:44","4.11.2009 5:00:44",29.26,64.27,221.24,7132153.68,3610134.8,NA,1.8,"3D",NA,"Yes",3.28,3.52,5,"4.11.2009 14:04:26",2,21,"rt_fi_09_008","East",3610134.8+7132153.68i,"2009-11-04 04:00:44"
13407,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-04 08:00:47","4.11.2009 9:00:47",29.28,64.25,238.05,7130765.22,3611144.06,NA,4.2,"3D",NA,"Yes",3.28,3.44,4,"4.11.2009 14:04:26",2,21,"rt_fi_09_008","East",3611144.06+7130765.22i,"2009-11-04 08:00:47"
13406,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-04 12:00:43","4.11.2009 13:00:43",29.31,64.26,216.67,7131159.55,3612471.43,NA,2.4,"3D",NA,"Yes",3.28,3.44,6,"4.11.2009 14:04:26",2,21,"rt_fi_09_008","East",3612471.43+7131159.55i,"2009-11-04 12:00:43"
13762,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-08 04:00:54","8.11.2009 5:00:54",29.47,64.26,182,7132302.03,3620022.06,NA,3.2,"3D",NA,"Yes",3.28,3.52,6,"11.11.2009 14:05:19",2,21,"rt_fi_09_008","East",3620022.06+7132302.03i,"2009-11-08 04:00:54"
13761,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-08 08:00:50","8.11.2009 9:00:50",29.48,64.26,197.69,7131817.78,3620381.24,NA,2,"3D",NA,"Yes",3.28,3.44,7,"11.11.2009 14:05:19",2,21,"rt_fi_09_008","East",3620381.24+7131817.78i,"2009-11-08 08:00:50"
13760,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-08 12:01:23","8.11.2009 13:01:23",29.44,64.27,194.35,7132467.85,3618593.94,NA,15.4,"3D",NA,"No",3.2,3.44,6,"11.11.2009 14:05:19",2,21,"rt_fi_09_008","East",3618593.94+7132467.85i,"2009-11-08 12:01:23"
13759,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-08 16:00:43","8.11.2009 17:00:43",29.41,64.27,193.82,7132804.1,3617046.93,NA,2.2,"3D",NA,"Yes",3.28,3.44,8,"11.11.2009 14:05:19",2,21,"rt_fi_09_008","East",3617046.93+7132804.1i,"2009-11-08 16:00:43"
13758,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-08 20:01:11","8.11.2009 21:01:11",29.4,64.27,193.8,7132941.04,3616704.27,NA,2.4,"3D",NA,"Yes",3.28,3.44,6,"11.11.2009 14:05:19",2,21,"rt_fi_09_008","East",3616704.27+7132941.04i,"2009-11-08 20:01:11"
13757,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-09 00:00:49","9.11.2009 1:00:49",29.4,64.27,187.21,7132986.67,3616695.33,NA,1.6,"3D",NA,"Yes",3.28,3.44,7,"11.11.2009 14:05:19",2,21,"rt_fi_09_008","East",3616695.33+7132986.67i,"2009-11-09 00:00:49"
13756,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-09 04:00:43","9.11.2009 5:00:43",29.4,64.27,188.62,7133019.29,3616598.44,NA,2.8,"3D",NA,"Yes",3.28,3.44,6,"11.11.2009 14:05:19",2,21,"rt_fi_09_008","East",3616598.44+7133019.29i,"2009-11-09 04:00:43"
13755,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-10 12:01:42","10.11.2009 13:01:42",29.42,64.28,218.05,7134132.03,3617689.45,NA,17.6,"3D",NA,"No",3.2,3.44,5,"11.11.2009 14:04:50",2,21,"rt_fi_09_008","East",3617689.45+7134132.03i,"2009-11-10 12:01:42"
13754,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-10 16:00:50","10.11.2009 17:00:50",29.42,64.29,206.41,7134570.72,3617427.85,NA,2.4,"3D",NA,"Yes",3.28,3.44,5,"11.11.2009 14:04:50",2,21,"rt_fi_09_008","East",3617427.85+7134570.72i,"2009-11-10 16:00:50"
13753,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-10 20:01:12","10.11.2009 21:01:12",29.42,64.28,191,7134485.25,3617492.47,NA,4,"3D",NA,"Yes",3.2,3.44,4,"11.11.2009 14:04:50",2,21,"rt_fi_09_008","East",3617492.47+7134485.25i,"2009-11-10 20:01:12"
13752,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-11 00:01:24","11.11.2009 1:01:24",29.41,64.28,186.67,7134474.52,3617216.9,NA,7.6,"3D",NA,"Yes",3.2,3.44,3,"11.11.2009 14:04:50",2,21,"rt_fi_09_008","East",3617216.9+7134474.52i,"2009-11-11 00:01:24"
13751,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-11 04:01:12","11.11.2009 5:01:12",29.41,64.28,209.85,7134505.67,3617179.47,NA,3.2,"3D",NA,"Yes",3.28,3.44,2,"11.11.2009 14:04:50",2,21,"rt_fi_09_008","East",3617179.47+7134505.67i,"2009-11-11 04:01:12"
13750,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-11 08:00:54","11.11.2009 9:00:54",29.42,64.28,192.24,7134381.1,3617551.23,NA,2.6,"3D",NA,"Yes",3.28,3.44,3,"11.11.2009 14:04:50",2,21,"rt_fi_09_008","East",3617551.23+7134381.1i,"2009-11-11 08:00:54"
13749,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-11 12:01:12","11.11.2009 13:01:12",29.41,64.29,191.67,7135135.64,3617097.83,NA,3.4,"3D",NA,"Yes",3.28,3.44,4,"11.11.2009 14:04:50",2,21,"rt_fi_09_008","East",3617097.83+7135135.64i,"2009-11-11 12:01:12"
13818,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-11 16:00:42","11.11.2009 17:00:42",29.41,64.28,216.79,7134325.25,3617243.41,NA,2.2,"3D",NA,"Yes",3.28,3.44,3,"12.11.2009 18:04:30",2,21,"rt_fi_09_008","East",3617243.41+7134325.25i,"2009-11-11 16:00:42"
13817,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-11 20:00:25","11.11.2009 21:00:25",29.4,64.29,195.02,7134609.52,3616671.82,NA,3.4,"3D",NA,"Yes",3.28,3.44,3,"12.11.2009 18:04:30",2,21,"rt_fi_09_008","East",3616671.82+7134609.52i,"2009-11-11 20:00:25"
13816,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-12 00:00:26","12.11.2009 1:00:26",29.42,64.28,189.66,7134360.95,3617668.81,NA,7,"3D",NA,"Yes",3.28,3.44,3,"12.11.2009 18:04:30",2,21,"rt_fi_09_008","East",3617668.81+7134360.95i,"2009-11-12 00:00:26"
13815,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-12 04:00:25","12.11.2009 5:00:25",29.42,64.28,178.42,7134303.47,3617666.43,NA,7.2,"3D",NA,"Yes",3.28,3.44,2,"12.11.2009 18:04:30",2,21,"rt_fi_09_008","East",3617666.43+7134303.47i,"2009-11-12 04:00:25"
13814,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-12 08:00:25","12.11.2009 9:00:25",29.41,64.28,216.08,7134326.47,3617297.12,NA,4.4,"3D",NA,"Yes",3.28,3.44,2,"12.11.2009 18:04:30",2,21,"rt_fi_09_008","East",3617297.12+7134326.47i,"2009-11-12 08:00:25"
13812,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-12 16:00:49","12.11.2009 17:00:49",29.4,64.28,228.7,7133679.62,3616442.38,NA,2.4,"3D",NA,"Yes",3.2,3.44,4,"12.11.2009 18:04:30",2,21,"rt_fi_09_008","East",3616442.38+7133679.62i,"2009-11-12 16:00:49"
13986,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-14 00:00:43","14.11.2009 1:00:43",29.16,64.28,194.42,7133915.76,3604909.22,NA,1.8,"3D",NA,"Yes",3.28,3.44,3,"16.11.2009 6:04:13",2,21,"rt_fi_09_008","East",3604909.22+7133915.76i,"2009-11-14 00:00:43"
13985,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-14 04:00:43","14.11.2009 5:00:43",29.16,64.28,206.1,7134073.41,3604900.23,NA,5.8,"3D",NA,"Yes",3.28,3.44,5,"16.11.2009 6:04:13",2,21,"rt_fi_09_008","East",3604900.23+7134073.41i,"2009-11-14 04:00:43"
13984,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-14 08:00:47","14.11.2009 9:00:47",29.15,64.28,194.66,7134015.72,3604539.49,NA,3.4,"3D",NA,"Yes",3.2,3.44,3,"16.11.2009 6:04:13",2,21,"rt_fi_09_008","East",3604539.49+7134015.72i,"2009-11-14 08:00:47"
13983,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-14 12:00:55","14.11.2009 13:00:55",29.17,64.28,196.38,7133767.56,3605349.71,NA,1.8,"3D",NA,"Yes",3.2,3.44,4,"16.11.2009 6:04:13",2,21,"rt_fi_09_008","East",3605349.71+7133767.56i,"2009-11-14 12:00:55"
13982,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-14 16:01:17","14.11.2009 17:01:17",29.24,64.29,196.12,7134735.8,3608965.67,NA,3.2,"3D",NA,"Yes",3.2,3.44,1,"16.11.2009 6:04:13",2,21,"rt_fi_09_008","East",3608965.67+7134735.8i,"2009-11-14 16:01:17"
13981,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-14 20:00:48","14.11.2009 21:00:48",29.28,64.28,221.98,7133970.44,3610812.01,NA,5.8,"3D",NA,"Yes",3.2,3.44,1,"16.11.2009 6:04:13",2,21,"rt_fi_09_008","East",3610812.01+7133970.44i,"2009-11-14 20:00:48"
13980,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-15 00:00:25","15.11.2009 1:00:25",29.3,64.28,221.03,7134120.92,3611667.1,NA,4.8,"3D",NA,"Yes",3.28,3.44,0,"16.11.2009 6:04:13",2,21,"rt_fi_09_008","East",3611667.1+7134120.92i,"2009-11-15 00:00:25"
14035,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-16 08:00:43","16.11.2009 9:00:43",29.42,64.28,184.95,7134096.32,3617368.69,NA,5.4,"3D",NA,"Yes",3.28,3.44,6,"17.11.2009 10:04:26",2,21,"rt_fi_09_008","East",3617368.69+7134096.32i,"2009-11-16 08:00:43"
14034,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-16 12:00:52","16.11.2009 13:00:52",29.42,64.28,181.93,7134323.26,3617710.78,NA,2.6,"3D",NA,"Yes",3.28,3.44,7,"17.11.2009 10:04:26",2,21,"rt_fi_09_008","East",3617710.78+7134323.26i,"2009-11-16 12:00:52"
14033,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-16 16:00:44","16.11.2009 17:00:44",29.42,64.28,197.71,7134060.94,3617560.11,NA,3.6,"3D",NA,"Yes",3.28,3.44,4,"17.11.2009 10:04:26",2,21,"rt_fi_09_008","East",3617560.11+7134060.94i,"2009-11-16 16:00:44"
14032,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-16 20:00:48","16.11.2009 21:00:48",29.42,64.28,187.43,7134168.32,3617638.02,NA,3.2,"3D",NA,"Yes",3.2,3.44,2,"17.11.2009 10:04:26",2,21,"rt_fi_09_008","East",3617638.02+7134168.32i,"2009-11-16 20:00:48"
14031,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-17 00:00:48","17.11.2009 1:00:48",29.42,64.28,197.46,7134162.28,3617663.26,NA,4,"3D",NA,"Yes",3.28,3.44,0,"17.11.2009 10:04:26",2,21,"rt_fi_09_008","East",3617663.26+7134162.28i,"2009-11-17 00:00:48"
14030,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-17 04:00:47","17.11.2009 5:00:47",29.42,64.28,181.87,7134295.85,3617715.07,NA,5.2,"3D",NA,"Yes",3.28,3.44,3,"17.11.2009 10:04:26",2,21,"rt_fi_09_008","East",3617715.07+7134295.85i,"2009-11-17 04:00:47"
14029,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-17 08:00:49","17.11.2009 9:00:49",29.42,64.28,189.1,7134327.8,3617676.2,NA,2.8,"3D",NA,"Yes",3.28,3.44,4,"17.11.2009 10:04:26",2,21,"rt_fi_09_008","East",3617676.2+7134327.8i,"2009-11-17 08:00:49"
14294,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-17 12:00:53","17.11.2009 13:00:53",29.42,64.28,190.63,7134085.64,3617398.47,NA,2.4,"3D",NA,"Yes",3.28,3.44,5,"20.11.2009 22:04:50",2,21,"rt_fi_09_008","East",3617398.47+7134085.64i,"2009-11-17 12:00:53"
14293,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-17 16:02:17","17.11.2009 17:02:17",29.41,64.28,214.66,7134316.45,3617319.9,NA,6,"3D",NA,"Yes",3.2,3.44,5,"20.11.2009 22:04:50",2,21,"rt_fi_09_008","East",3617319.9+7134316.45i,"2009-11-17 16:02:17"
14292,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-17 20:00:56","17.11.2009 21:00:56",29.41,64.28,191.19,7134448.93,3617215.28,NA,6,"3D",NA,"Yes",3.28,3.44,7,"20.11.2009 22:04:50",2,21,"rt_fi_09_008","East",3617215.28+7134448.93i,"2009-11-17 20:00:56"
14291,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-18 00:01:41","18.11.2009 1:01:41",29.41,64.29,196.43,7134619.48,3617315.21,NA,5.6,"3D",NA,"Yes",3.2,3.44,6,"20.11.2009 22:04:50",2,21,"rt_fi_09_008","East",3617315.21+7134619.48i,"2009-11-18 00:01:41"
14290,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-18 04:00:44","18.11.2009 5:00:44",29.42,64.29,188.4,7134693.94,3617378.53,NA,4.4,"3D",NA,"Yes",3.28,3.44,7,"20.11.2009 22:04:50",2,21,"rt_fi_09_008","East",3617378.53+7134693.94i,"2009-11-18 04:00:44"
14289,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-18 08:01:42","18.11.2009 9:01:42",29.42,64.28,192.75,7134387.54,3617566.48,NA,2.4,"2D",NA,"No",3.2,3.44,7,"20.11.2009 22:04:50",2,21,"rt_fi_09_008","East",3617566.48+7134387.54i,"2009-11-18 08:01:42"
14288,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-18 12:01:38","18.11.2009 13:01:38",29.41,64.28,191.85,7134230.05,3617319.35,NA,5.6,"3D",NA,"No",3.28,3.44,7,"20.11.2009 22:04:50",2,21,"rt_fi_09_008","East",3617319.35+7134230.05i,"2009-11-18 12:01:38"
14287,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-18 16:01:23","18.11.2009 17:01:23",29.46,64.28,189.84,7134164.06,3619753.67,NA,4.6,"3D",NA,"Yes",3.2,3.44,6,"20.11.2009 22:04:38",2,21,"rt_fi_09_008","East",3619753.67+7134164.06i,"2009-11-18 16:01:23"
14286,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-18 20:00:54","18.11.2009 21:00:54",29.47,64.28,201.46,7134214.45,3619831.6,NA,2.2,"3D",NA,"Yes",3.28,3.44,6,"20.11.2009 22:04:38",2,21,"rt_fi_09_008","East",3619831.6+7134214.45i,"2009-11-18 20:00:54"
14285,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-19 00:00:49","19.11.2009 1:00:49",29.47,64.28,206.39,7134284.18,3619811.84,NA,3.2,"3D",NA,"Yes",3.28,3.52,6,"20.11.2009 22:04:38",2,21,"rt_fi_09_008","East",3619811.84+7134284.18i,"2009-11-19 00:00:49"
14284,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-19 04:00:54","19.11.2009 5:00:54",29.47,64.28,204.18,7134309.11,3619801.32,NA,2.8,"3D",NA,"Yes",3.28,3.44,7,"20.11.2009 22:04:38",2,21,"rt_fi_09_008","East",3619801.32+7134309.11i,"2009-11-19 04:00:54"
14283,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-19 08:00:53","19.11.2009 9:00:53",29.46,64.28,191.64,7134282.26,3619685.98,NA,2.4,"3D",NA,"Yes",3.28,3.44,6,"20.11.2009 22:04:38",2,21,"rt_fi_09_008","East",3619685.98+7134282.26i,"2009-11-19 08:00:53"
14281,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-19 16:01:24","19.11.2009 17:01:24",29.55,64.29,213.05,7135009.43,3623858.49,NA,3.2,"3D",NA,"Yes",3.28,3.44,7,"20.11.2009 22:04:38",2,21,"rt_fi_09_008","East",3623858.49+7135009.43i,"2009-11-19 16:01:24"
14301,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-19 20:00:54","19.11.2009 21:00:54",29.55,64.29,198.86,7135011.47,3623806.48,NA,3.2,"3D",NA,"Yes",3.28,3.44,8,"20.11.2009 22:04:24",2,21,"rt_fi_09_008","East",3623806.48+7135011.47i,"2009-11-19 20:00:54"
14300,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-20 00:00:50","20.11.2009 1:00:50",29.55,64.29,212.69,7135199.39,3623800.74,NA,5.6,"3D",NA,"Yes",3.28,3.44,8,"20.11.2009 22:04:24",2,21,"rt_fi_09_008","East",3623800.74+7135199.39i,"2009-11-20 00:00:50"
14299,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-20 04:00:44","20.11.2009 5:00:44",29.55,64.29,227.69,7135021.88,3623777.27,NA,2.8,"3D",NA,"Yes",3.28,3.44,8,"20.11.2009 22:04:24",2,21,"rt_fi_09_008","East",3623777.27+7135021.88i,"2009-11-20 04:00:44"
14298,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-20 08:00:25","20.11.2009 9:00:25",29.52,64.27,202.03,7133577.73,3622558.17,NA,3.8,"3D",NA,"Yes",3.28,3.44,7,"20.11.2009 22:04:24",2,21,"rt_fi_09_008","East",3622558.17+7133577.73i,"2009-11-20 08:00:25"
14297,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-20 12:00:25","20.11.2009 13:00:25",29.52,64.27,198.05,7133536.18,3622581.69,NA,2.6,"3D",NA,"Yes",3.28,3.44,7,"20.11.2009 22:04:24",2,21,"rt_fi_09_008","East",3622581.69+7133536.18i,"2009-11-20 12:00:25"
14296,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-20 16:00:26","20.11.2009 17:00:26",29.53,64.27,194.3,7133464.55,3623134.73,NA,4,"3D",NA,"Yes",3.28,3.44,4,"20.11.2009 22:04:24",2,21,"rt_fi_09_008","East",3623134.73+7133464.55i,"2009-11-20 16:00:26"
14295,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-20 20:00:48","20.11.2009 21:00:48",29.53,64.28,205.07,7133808.46,3623123.86,NA,3.4,"3D",NA,"Yes",3.28,3.44,5,"20.11.2009 22:04:24",2,21,"rt_fi_09_008","East",3623123.86+7133808.46i,"2009-11-20 20:00:48"
14364,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-21 00:00:41","21.11.2009 1:00:41",29.57,64.26,218.34,7132566.67,3624757.95,NA,7.6,"3D",NA,"Yes",3.28,3.44,6,"22.11.2009 2:04:34",2,21,"rt_fi_09_008","East",3624757.95+7132566.67i,"2009-11-21 00:00:41"
14363,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-21 04:00:25","21.11.2009 5:00:25",29.57,64.26,184.96,7132521.12,3624825.06,NA,6,"3D",NA,"Yes",3.28,3.44,4,"22.11.2009 2:04:34",2,21,"rt_fi_09_008","East",3624825.06+7132521.12i,"2009-11-21 04:00:25"
14362,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-21 08:00:54","21.11.2009 9:00:54",29.5,64.27,191.03,7133033.47,3621280.48,NA,4,"3D",NA,"Yes",3.28,3.44,6,"22.11.2009 2:04:34",2,21,"rt_fi_09_008","East",3621280.48+7133033.47i,"2009-11-21 08:00:54"
14361,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-21 12:01:12","21.11.2009 13:01:12",29.47,64.27,230.99,7133168.96,3619969.2,NA,2.4,"3D",NA,"Yes",3.28,3.44,7,"22.11.2009 2:04:34",2,21,"rt_fi_09_008","East",3619969.2+7133168.96i,"2009-11-21 12:01:12"
14360,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-21 16:00:41","21.11.2009 17:00:41",29.36,64.28,230.12,7134263.96,3614880.95,NA,6.6,"3D",NA,"Yes",3.28,3.44,7,"22.11.2009 2:04:34",2,21,"rt_fi_09_008","East",3614880.95+7134263.96i,"2009-11-21 16:00:41"
14359,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-21 20:01:53","21.11.2009 21:01:53",29.34,64.29,223.87,7134828.56,3613579.5,NA,5.8,"3D",NA,"Yes",3.28,3.44,7,"22.11.2009 2:04:34",2,21,"rt_fi_09_008","East",3613579.5+7134828.56i,"2009-11-21 20:01:53"
14358,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-22 00:00:54","22.11.2009 1:00:54",29.34,64.29,222.24,7134813.08,3613568.24,NA,4.8,"3D",NA,"Yes",3.28,3.44,7,"22.11.2009 2:04:34",2,21,"rt_fi_09_008","East",3613568.24+7134813.08i,"2009-11-22 00:00:54"
14434,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-22 04:00:44","22.11.2009 5:00:44",29.32,64.28,225.02,7133634.89,3612610.78,NA,3.6,"3D",NA,"Yes",3.28,3.44,6,"23.11.2009 6:04:02",2,21,"rt_fi_09_008","East",3612610.78+7133634.89i,"2009-11-22 04:00:44"
14433,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-22 08:01:23","22.11.2009 9:01:23",29.27,64.26,224.37,7131376.2,3610554.42,NA,4.2,"3D",NA,"Yes",3.28,3.44,6,"23.11.2009 6:04:02",2,21,"rt_fi_09_008","East",3610554.42+7131376.2i,"2009-11-22 08:01:23"
14432,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-22 12:01:39","22.11.2009 13:01:39",29.24,64.25,251.04,7130840.81,3609044.82,NA,14.8,"3D",NA,"No",3.2,3.44,5,"23.11.2009 6:04:02",2,21,"rt_fi_09_008","East",3609044.82+7130840.81i,"2009-11-22 12:01:39"
14431,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-22 16:00:53","22.11.2009 17:00:53",29.18,64.26,233.25,7131011.63,3606210.52,NA,3.2,"3D",NA,"Yes",3.28,3.44,5,"23.11.2009 6:04:02",2,21,"rt_fi_09_008","East",3606210.52+7131011.63i,"2009-11-22 16:00:53"
14430,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-22 20:01:24","22.11.2009 21:01:24",29.16,64.26,231.72,7130891.88,3605110.12,NA,4.4,"3D",NA,"Yes",3.28,3.44,6,"23.11.2009 6:04:02",2,21,"rt_fi_09_008","East",3605110.12+7130891.88i,"2009-11-22 20:01:24"
14429,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-23 00:01:20","23.11.2009 1:01:20",29.16,64.27,215.21,7131930.6,3604827.67,NA,9.8,"3D",NA,"Yes",3.28,3.44,7,"23.11.2009 6:04:02",2,21,"rt_fi_09_008","East",3604827.67+7131930.6i,"2009-11-23 00:01:20"
14428,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-23 04:00:25","23.11.2009 5:00:25",29.15,64.27,205.4,7131920.94,3604825.56,NA,2.2,"3D",NA,"Yes",3.28,3.44,6,"23.11.2009 6:04:02",2,21,"rt_fi_09_008","East",3604825.56+7131920.94i,"2009-11-23 04:00:25"
14511,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-23 08:00:54","23.11.2009 9:00:54",29.17,64.26,224.93,7131463.04,3605564.21,NA,3.8,"3D",NA,"Yes",3.28,3.44,3,"24.11.2009 10:04:32",2,21,"rt_fi_09_008","East",3605564.21+7131463.04i,"2009-11-23 08:00:54"
14510,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-23 12:00:53","23.11.2009 13:00:53",29.18,64.24,209.02,7128835.92,3606256.06,NA,2.6,"3D",NA,"Yes",3.28,3.44,6,"24.11.2009 10:04:32",2,21,"rt_fi_09_008","East",3606256.06+7128835.92i,"2009-11-23 12:00:53"
14509,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-23 16:00:44","23.11.2009 17:00:44",29.18,64.24,213.22,7128826.34,3606297.96,NA,3.2,"3D",NA,"Yes",3.28,3.44,8,"24.11.2009 10:04:32",2,21,"rt_fi_09_008","East",3606297.96+7128826.34i,"2009-11-23 16:00:44"
14508,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-23 20:01:12","23.11.2009 21:01:12",29.19,64.23,208.69,7128551.23,3606528.35,NA,3.4,"3D",NA,"Yes",3.28,3.44,7,"24.11.2009 10:04:32",2,21,"rt_fi_09_008","East",3606528.35+7128551.23i,"2009-11-23 20:01:12"
14507,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-24 00:00:26","24.11.2009 1:00:26",29.19,64.23,221.97,7128292.03,3606886.88,NA,8.8,"3D",NA,"Yes",3.28,3.52,8,"24.11.2009 10:04:32",2,21,"rt_fi_09_008","East",3606886.88+7128292.03i,"2009-11-24 00:00:26"
14506,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-24 04:00:44","24.11.2009 5:00:44",29.2,64.23,207.35,7127979.48,3607224.14,NA,2,"3D",NA,"Yes",3.28,3.44,8,"24.11.2009 10:04:32",2,21,"rt_fi_09_008","East",3607224.14+7127979.48i,"2009-11-24 04:00:44"
14505,6411,"rt_fi_09_008","09 (6411) Kainuu. 2009","F         ","2009-11-24 08:00:53","24.11.2009 9:00:53",29.22,64.22,205.82,7127173.32,3608241.33,NA,4.4,"3D",NA,"Yes",3.28,3.44,8,"24.11.2009 10:04:32",2,21,"rt_fi_09_008","East",3608241.33+7127173.32i,"2009-11-24 08:00:53"
