TAG,DATETIME,X,Y,D,LAT,LON,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX
T28, 2010-05-02 16:49:06, 4549.49, 5358.28,  1.978,   45.496525,  -84.079172,   2.7,        ,        ,  1.9780,        , R01 R03 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R21 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R38 R39
T28, 2010-05-02 16:49:29, 4548.67, 5333.45,  5.000,   45.496301,  -84.079182,   2.6,        ,        ,        ,        , R02 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R20 R22 R23 R25 R26 R27 R28 R29 R30 R31 R32 R35 R37 R38 R39
T28, 2010-05-02 16:49:56, 4554.13, 5316.77,  4.616,   45.496151,  -84.079112,   2.7,        ,        ,  4.6156,        , R03 R04 R06 R07 R09 R10 R11 R12 R13 R14 R16 R17 R18 R19 R20 R22 R25 R26 R28 R29 R30 R31 R32 R33 R35
T28, 2010-05-02 16:50:29, 4566.96, 5303.97,  5.000,   45.496036,  -84.078948,   2.9,        ,        ,        ,        , R01 R02 R04 R05 R08 R09 R10 R11 R12 R13 R14 R15 R17 R18 R19 R20 R21 R22 R23 R25 R29 R30 R32 R33
T28, 2010-05-02 16:51:18, 4581.95, 5289.35,  4.616,   45.495904,  -84.078756,   2.5,        ,        ,  4.6156,        , R11 R13 R14 R15 R16 R19 R22 R25 R28 R29 R30
T28, 2010-05-02 16:52:06, 4591.09, 5274.68,  5.000,   45.495772,  -84.078639,   2.5,        ,        ,        ,        , R05 R06 R09 R10 R13 R14 R15 R16 R22 R28 R29 R30 R31 R37
T28, 2010-05-02 16:52:53, 4597.60, 5259.28,  4.616,   45.495634,  -84.078556,   2.5,        ,        ,  4.6156,        , R09 R10 R12 R13 R14 R15 R16 R17 R28 R29 R30 R31 R32
T28, 2010-05-02 16:53:38, 4618.18, 5253.47,  5.000,   45.495581,  -84.078293,   2.5,        ,        ,        ,        , R09 R12 R13 R14 R15 R16 R17 R28 R29 R30 R31 R32 R33
T28, 2010-05-02 16:54:19, 4630.92, 5241.17,  4.396,   45.495471,  -84.078130,   2.5,        ,        ,  4.3958,        , R03 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R38 R39
T28, 2010-05-02 16:54:52, 4646.00, 5230.71,  5.000,   45.495377,  -84.077937,   2.5,        ,        ,        ,        , R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R25 R26 R27 R28 R29 R30 R32 R33 R38 R39
T28, 2010-05-02 16:55:40, 4665.06, 5236.17,  4.616,   45.495426,  -84.077693,   2.5,        ,        ,  4.6156,        , R01 R02 R03 R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R23 R25 R26 R27 R28 R29 R30 R32 R33 R34 R39
T28, 2010-05-02 16:56:26, 4680.76, 5229.73,  5.000,   45.495368,  -84.077492,   2.6,        ,        ,        ,        , R02 R04 R07 R08 R10 R12 R13 R14 R15 R16 R17 R18 R19 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R39
T28, 2010-05-02 16:57:10, 4695.14, 5214.30,  4.616,   45.495229,  -84.077308,   2.6,        ,        ,  4.6156,        , R01 R02 R03 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R15 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37 R38 R39
T28, 2010-05-02 16:57:48, 4715.85, 5210.84,  5.000,   45.495198,  -84.077043,   2.8,        ,        ,        ,        , R02 R04 R05 R07 R08 R09 R11 R15 R16 R17 R18 R26 R28 R30 R33 R34 R36
T28, 2010-05-02 16:58:17, 4729.73, 5201.76,  4.616,   45.495116,  -84.076866,   2.6,        ,        ,  4.6156,        , R01 R02 R03 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R37 R38 R39
T28, 2010-05-02 16:58:54, 4748.19, 5190.99,  5.000,   45.495019,  -84.076629,   2.6,        ,        ,        ,        , R01 R02 R03 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R23 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37 R38 R39
T28, 2010-05-02 16:59:20, 4765.48, 5188.74,  4.616,   45.494999,  -84.076408,   2.6,        ,        ,  4.6156,        , R02 R03 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37 R38 R39
T28, 2010-05-02 17:00:43, 4799.16, 5184.91,  4.616,   45.494965,  -84.075977,   3.3,        ,        ,  4.6156,        , R03 R05 R07 R08 R09 R10 R11 R12 R13 R14 R15 R18 R21 R24 R25 R28 R29 R30 R31 R32 R33 R34 R36 R37
T28, 2010-05-02 17:01:30, 4830.14, 5180.38,  5.000,   45.494924,  -84.075581,   2.5,        ,        ,        ,        , R01 R02 R03 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R24 R25 R26 R27 R28 R29 R30 R32 R33 R34 R35 R36 R37
T28, 2010-05-02 17:02:17, 4852.23, 5161.90,  4.835,   45.494758,  -84.075298,  55.2,        ,        ,  4.8354,        , R08 R10 R11 R12 R15
T28, 2010-05-02 17:03:02, 4875.68, 5145.01,  5.000,   45.494606,  -84.074999,   5.8,        ,        ,        ,        , R08 R09 R10 R11 R12 R13 R16 R28 R29 R30
T28, 2010-05-02 17:03:41, 4899.81, 5137.71,  4.835,   45.494540,  -84.074690,   2.6,        ,        ,  4.8354,        , R01 R02 R03 R04 R05 R06 R07 R08 R09 R10 R12 R13 R15 R16 R17 R18 R19 R20 R21 R22 R23 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:04:54, 4923.89, 5147.46,  5.055,   45.494628,  -84.074382,   2.6,        ,        ,  5.0552,        , R04 R05 R07 R09 R11 R13 R14 R15 R16 R17 R20 R21 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33
T28, 2010-05-02 17:05:28, 4930.18, 5147.88,  5.000,   45.494632,  -84.074301,   2.7,        ,        ,        ,        , R08 R09 R10 R13 R14 R16 R17 R21 R22 R26 R27 R28 R29 R30 R32 R33
T28, 2010-05-02 17:06:10, 4932.95, 5162.08,  5.000,   45.494759,  -84.074266,   3.5,        ,        ,        ,        , R05 R08 R17 R18 R28 R29 R30 R31 R32
T28, 2010-05-02 17:06:34, 4934.21, 5167.75,  5.055,   45.494810,  -84.074250,   2.6,        ,        ,  5.0552,        , R04 R05 R08 R10 R13 R17 R18 R26 R28 R29 R30 R31 R32 R33 R34
T28, 2010-05-02 17:07:03, 4901.68, 5203.59,  5.000,   45.495133,  -84.074666, 366.7,        ,        ,        ,        , R01 R02 R03 R05 R06 R19 R20
T28, 2010-05-02 17:07:42, 4958.40, 5158.59,  5.055,   45.494728,  -84.073940,   2.7,        ,        ,  5.0552,        , R04 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33
T28, 2010-05-02 17:08:10, 4965.21, 5154.50,  5.000,   45.494691,  -84.073853,   2.6,        ,        ,        ,        , R01 R04 R05 R06 R07 R08 R09 R13 R14 R15 R16 R17 R18 R19 R20 R21 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:08:48, 4973.43, 5158.24,  5.055,   45.494725,  -84.073748,   2.6,        ,        ,  5.0552,        , R04 R05 R07 R08 R09 R13 R14 R15 R16 R17 R18 R19 R20 R22 R24 R25 R28 R29 R30 R32 R33 R34
T28, 2010-05-02 17:09:13, 4979.06, 5156.25,  5.000,   45.494707,  -84.073676,   2.6,        ,        ,        ,        , R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37
T28, 2010-05-02 17:09:46, 4987.51, 5152.50,  5.055,   45.494673,  -84.073568,   2.5,        ,        ,  5.0552,        , R02 R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:10:32, 5005.32, 5140.52,  5.000,   45.494565,  -84.073340,   2.6,        ,        ,        ,        , R05 R07 R09 R10 R11 R14 R15 R18 R19 R22 R25 R26 R28 R29 R30 R32 R33 R34
T28, 2010-05-02 17:11:14, 5014.64, 5145.19,  5.055,   45.494607,  -84.073221,   2.5,        ,        ,  5.0552,        , R01 R03 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37
T28, 2010-05-02 17:11:51, 5014.82, 5159.30,  5.000,   45.494734,  -84.073218,   2.5,        ,        ,        ,        , R01 R03 R04 R05 R06 R07 R08 R09 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37
T28, 2010-05-02 17:12:14, 5018.88, 5169.76,  5.055,   45.494828,  -84.073166,   2.7,        ,        ,  5.0552,        , R02 R05 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R24 R27 R28 R29 R30 R32 R33 R34
T28, 2010-05-02 17:12:43, 5022.76, 5179.46,  5.000,   45.494916,  -84.073117,   2.5,        ,        ,        ,        , R01 R04 R05 R06 R07 R08 R09 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:13:20, 5025.27, 5187.92,  5.275,   45.494992,  -84.073085,   2.5,        ,        ,  5.2750,        , R01 R02 R04 R05 R06 R07 R08 R09 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:13:45, 5024.31, 5196.84,  5.000,   45.495072,  -84.073097,   2.6,        ,        ,        ,        , R04 R05 R07 R08 R09 R12 R13 R14 R15 R16 R17 R19 R25 R26 R27 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:15:01, 5028.12, 5208.93,  5.000,   45.495181,  -84.073048,   2.5,        ,        ,        ,        , R04 R05 R06 R07 R08 R09 R10 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:16:10, 5029.77, 5209.68,  5.000,   45.495188,  -84.073027,   2.5,        ,        ,        ,        , R02 R04 R05 R06 R07 R08 R09 R10 R12 R16 R17 R18 R19 R20 R26 R27 R28 R29 R30 R31 R32 R33 R34 R37
T28, 2010-05-02 17:16:51, 5029.96, 5209.67,  5.275,   45.495187,  -84.073025,   2.5,        ,        ,  5.2750,        , R02 R04 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R25 R26 R27 R28 R29 R30 R33 R34
T28, 2010-05-02 17:18:11, 5029.81, 5209.77,  5.275,   45.495188,  -84.073027,   2.5,        ,        ,  5.2750,        , R02 R04 R05 R07 R08 R10 R11 R14 R15 R16 R17 R18 R19 R20 R22 R25 R26 R27 R28 R29 R30 R32 R33 R34
T28, 2010-05-02 17:19:38, 5029.74, 5210.23,  5.275,   45.495193,  -84.073028,   2.6,        ,        ,  5.2750,        , R02 R07 R10 R20 R22 R25 R27 R28 R29 R33 R34 R37
T28, 2010-05-02 17:20:59, 5030.56, 5209.81,  5.275,   45.495189,  -84.073017,   2.5,        ,        ,  5.2750,        , R04 R05 R06 R10 R18 R19 R20 R21 R25 R26 R27 R28 R33 R34 R35 R37
T28, 2010-05-02 17:21:46, 5030.24, 5209.46,  5.000,   45.495186,  -84.073021,   2.5,        ,        ,        ,        , R03 R04 R07 R08 R09 R10 R13 R14 R16 R17 R18 R19 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:23:13, 5030.81, 5210.28,  5.000,   45.495193,  -84.073014,   2.6,        ,        ,        ,        , R01 R03 R04 R05 R06 R07 R10 R13 R14 R16 R18 R20 R22 R25 R27 R28 R29 R30 R31 R32 R33 R34 R37
T28, 2010-05-02 17:23:47, 5030.17, 5209.78,  5.275,   45.495189,  -84.073022,   2.5,        ,        ,  5.2750,        , R02 R04 R05 R06 R07 R09 R10 R12 R14 R16 R17 R18 R19 R20 R21 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:24:06, 5031.07, 5210.36,  5.000,   45.495194,  -84.073011,   3.0,        ,        ,        ,        , R01 R02 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R26 R29 R30 R31 R32 R33
T28, 2010-05-02 17:24:26, 5030.73, 5210.08,  5.275,   45.495191,  -84.073015,   2.5,        ,        ,  5.2750,        , R01 R04 R05 R06 R08 R09 R10 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R25 R26 R28 R29 R30 R31 R32 R33 R34
T28, 2010-05-02 17:24:45, 5030.30, 5209.57,  5.000,   45.495187,  -84.073020,   2.5,        ,        ,        ,        , R04 R05 R06 R07 R10 R12 R13 R14 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:25:05, 5030.62, 5208.25,  5.275,   45.495175,  -84.073016,   3.5,        ,        ,  5.2750,        , R04 R05 R07 R08 R29 R37
T28, 2010-05-02 17:25:46, 5029.98, 5209.69,  5.275,   45.495188,  -84.073024,   2.5,        ,        ,  5.2750,        , R02 R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:26:09, 5030.58, 5209.85,  5.000,   45.495189,  -84.073017,   2.6,        ,        ,        ,        , R02 R04 R05 R07 R08 R09 R11 R12 R13 R14 R15 R16 R17 R19 R20 R21 R22 R24 R25 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:26:37, 5029.89, 5210.39,  5.275,   45.495194,  -84.073026,   3.6,        ,        ,  5.2750,        , R02 R04 R08 R11 R19 R20 R21 R22 R25 R31 R37
T28, 2010-05-02 17:27:13, 5030.00, 5209.46,  5.000,   45.495186,  -84.073024,   2.5,        ,        ,        ,        , R01 R03 R04 R05 R06 R07 R09 R10 R11 R12 R13 R14 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:27:35, 5030.11, 5209.71,  5.275,   45.495188,  -84.073023,   2.5,        ,        ,  5.2750,        , R01 R02 R04 R05 R06 R07 R08 R09 R13 R14 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:28:02, 5030.10, 5209.91,  5.000,   45.495190,  -84.073023,   2.5,        ,        ,        ,        , R01 R03 R04 R05 R06 R07 R08 R09 R10 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R32 R33 R34 R35 R37
T28, 2010-05-02 17:28:55, 5029.82, 5209.74,  5.000,   45.495188,  -84.073026,   2.5,        ,        ,        ,        , R02 R04 R05 R06 R07 R08 R09 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:29:33, 5030.09, 5209.82,  5.000,   45.495189,  -84.073023,   2.5,        ,        ,        ,        , R01 R02 R04 R06 R07 R09 R10 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:29:53, 5039.68, 5215.73,  5.275,   45.495242,  -84.072900,  13.6,        ,        ,  5.2750,        , R05 R06 R13 R18 R30
T28, 2010-05-02 17:30:12, 5029.91, 5209.57,  5.000,   45.495187,  -84.073025,   3.0,        ,        ,        ,        , R01 R02 R03 R04 R05 R07 R09 R10 R11 R12 R14 R15 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R30 R31 R32 R33
T28, 2010-05-02 17:30:33, 5030.35, 5210.35,  5.275,   45.495194,  -84.073020,   2.5,        ,        ,  5.2750,        , R01 R02 R03 R04 R05 R06 R07 R08 R10 R11 R12 R13 R14 R15 R16 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:30:54, 5030.13, 5209.65,  5.000,   45.495187,  -84.073023,   2.5,        ,        ,        ,        , R01 R02 R04 R05 R06 R07 R08 R09 R10 R12 R15 R16 R17 R18 R19 R20 R21 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:31:19, 5026.79, 5204.69,  5.275,   45.495143,  -84.073065,   7.0,        ,        ,  5.2750,        , R11 R13 R15 R19 R30
T28, 2010-05-02 17:31:47, 5031.11, 5208.34,  5.000,   45.495176,  -84.073010,   2.5,        ,        ,        ,        , R04 R05 R06 R07 R08 R09 R10 R11 R12 R13 R15 R16 R17 R18 R19 R20 R21 R23 R26 R27 R28 R29 R30 R31 R32 R33 R34
T28, 2010-05-02 17:32:27, 5030.92, 5209.47,  5.275,   45.495186,  -84.073012,  11.5,        ,        ,  5.2750,        , R08 R25 R35
T28, 2010-05-02 17:33:36, 5034.95, 5205.37,  5.275,   45.495149,  -84.072961,   2.5,        ,        ,  5.2750,        , R04 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:34:07, 5036.75, 5213.28,  5.000,   45.495220,  -84.072938,   7.2,        ,        ,        ,        , R03 R11 R12 R13 R20 R31 R33
T28, 2010-05-02 17:34:50, 5031.66, 5211.01,  5.275,   45.495200,  -84.073003,   2.5,        ,        ,  5.2750,        , R01 R03 R04 R05 R06 R07 R08 R09 R13 R14 R15 R16 R17 R18 R19 R20 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:35:27, 5023.31, 5214.06,  5.000,   45.495227,  -84.073110,   2.5,        ,        ,        ,        , R04 R05 R06 R07 R09 R13 R14 R15 R16 R17 R18 R19 R20 R21 R25 R26 R27 R28 R29 R30 R32 R33 R34 R35
T28, 2010-05-02 17:37:06, 5025.41, 5206.27,  5.275,   45.495157,  -84.073083,   2.5,        ,        ,  5.2750,        , R02 R03 R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34
T28, 2010-05-02 17:37:41, 5011.84, 5202.11,  5.000,   45.495120,  -84.073256,   2.5,        ,        ,        ,        , R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R22 R24 R25 R26 R27 R28 R29 R30 R32 R33 R34 R35
T28, 2010-05-02 17:38:05, 5004.54, 5194.92,  5.275,   45.495055,  -84.073350,  15.5,        ,        ,  5.2750,        , R10 R13 R37
T28, 2010-05-02 17:38:31, 4994.48, 5210.58,  5.000,   45.495196,  -84.073479,   2.5,        ,        ,        ,        , R04 R05 R06 R07 R08 R09 R11 R12 R13 R14 R15 R16 R17 R18 R19 R20 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35
T28, 2010-05-02 17:39:25, 4971.56, 5214.92,  5.000,   45.495235,  -84.073772,   9.1,        ,        ,        ,        , R05 R11 R22 R23
T28, 2010-05-02 17:39:44, 4969.56, 5227.60,  5.055,   45.495349,  -84.073797,   2.5,        ,        ,  5.0552,        , R02 R03 R04 R05 R06 R07 R08 R09 R10 R13 R15 R16 R17 R18 R19 R20 R22 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:40:04, 4969.76, 5227.92,  5.000,   45.495352,  -84.073795,   2.5,        ,        ,        ,        , R02 R03 R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35
T28, 2010-05-02 17:40:26, 4969.82, 5227.78,  5.055,   45.495350,  -84.073794,   2.6,        ,        ,  5.0552,        , R05 R07 R08 R12 R14 R15 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34
T28, 2010-05-02 17:40:49, 4969.93, 5227.95,  5.000,   45.495352,  -84.073793,   2.5,        ,        ,        ,        , R03 R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34
T28, 2010-05-02 17:41:17, 4969.95, 5228.03,  5.055,   45.495353,  -84.073792,   2.5,        ,        ,  5.0552,        , R02 R04 R05 R06 R07 R08 R10 R12 R15 R16 R17 R18 R19 R20 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35
T28, 2010-05-02 17:42:16, 4969.91, 5227.72,  5.055,   45.495350,  -84.073793,   2.6,        ,        ,  5.0552,        , R04 R05 R07 R08 R09 R10 R12 R18 R25 R26 R27 R28 R29 R30 R32 R33 R34 R35 R37
T28, 2010-05-02 17:42:44, 4972.85, 5231.54,  5.000,   45.495384,  -84.073755,   3.7,        ,        ,        ,        , R13 R14 R15 R18 R29 R30 R31 R32 R33
T28, 2010-05-02 17:43:19, 4969.40, 5227.86,  5.055,   45.495351,  -84.073799,   2.5,        ,        ,  5.0552,        , R04 R05 R06 R07 R08 R09 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:44:08, 4970.20, 5227.84,  5.055,   45.495351,  -84.073789,   2.6,        ,        ,  5.0552,        , R01 R07 R08 R10 R12 R13 R14 R16 R17 R27 R28 R29 R30 R31 R32 R33 R34
T28, 2010-05-02 17:44:41, 4970.63, 5228.47,  5.000,   45.495357,  -84.073784,   4.8,        ,        ,        ,        , R01 R05 R07 R08 R09 R12 R14 R15 R16 R17 R19 R27 R28 R29 R30 R32
T28, 2010-05-02 17:45:28, 4969.35, 5228.00,  5.055,   45.495352,  -84.073800,   2.5,        ,        ,  5.0552,        , R01 R04 R05 R06 R07 R08 R15 R16 R17 R18 R19 R20 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35
T28, 2010-05-02 17:46:12, 4968.63, 5227.82,  5.000,   45.495351,  -84.073809,   2.5,        ,        ,        ,        , R04 R05 R06 R07 R08 R09 R13 R14 R15 R16 R17 R18 R19 R20 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:46:52, 4962.92, 5225.43,  5.055,   45.495329,  -84.073882,   7.1,        ,        ,  5.0552,        , R04 R07 R08 R30
T28, 2010-05-02 17:47:23, 4968.44, 5229.49,  5.000,   45.495366,  -84.073812,   2.7,        ,        ,        ,        , R02 R05 R08 R09 R11 R12 R13 R15 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:48:05, 4967.92, 5230.23,  5.055,   45.495372,  -84.073818,   2.5,        ,        ,  5.0552,        , R01 R04 R05 R06 R07 R08 R09 R13 R14 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35
T28, 2010-05-02 17:48:40, 4967.83, 5230.35,  5.000,   45.495374,  -84.073820,   2.5,        ,        ,        ,        , R02 R04 R05 R06 R07 R08 R09 R13 R14 R16 R17 R18 R19 R20 R21 R22 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35
T28, 2010-05-02 17:49:02, 4967.80, 5230.37,  5.055,   45.495374,  -84.073820,   2.5,        ,        ,  5.0552,        , R02 R04 R05 R06 R07 R08 R09 R12 R14 R15 R16 R17 R18 R19 R20 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35
T28, 2010-05-02 17:49:27, 4963.66, 5232.07,  5.000,   45.495389,  -84.073873,   5.5,        ,        ,        ,        , R02 R04 R05 R06 R18 R19 R25 R26 R27 R34 R35
T28, 2010-05-02 17:49:57, 4991.76, 5227.64,  5.055,   45.495349,  -84.073513,  72.0,        ,        ,  5.0552,        , R13 R14 R30 R31 R32
T28, 2010-05-02 17:52:36, 4967.91, 5231.27,  5.055,   45.495382,  -84.073819,   3.3,        ,        ,  5.0552,        , R06 R08 R09 R12 R13 R14 R15 R16 R18 R29 R30 R31 R32 R33
T28, 2010-05-02 17:53:58, 4968.02, 5230.20,  5.055,   45.495372,  -84.073817,   2.5,        ,        ,  5.0552,        , R01 R04 R05 R06 R07 R08 R09 R10 R14 R16 R17 R18 R19 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R37
T28, 2010-05-02 17:54:46, 4980.85, 5234.35,  5.000,   45.495410,  -84.073653,   8.1,        ,        ,        ,        , R08 R10 R14 R16 R32
T28, 2010-05-02 17:55:32, 4967.68, 5230.24,  5.055,   45.495373,  -84.073822,   2.5,        ,        ,  5.0552,        , R02 R04 R05 R06 R07 R08 R09 R10 R13 R14 R15 R16 R17 R18 R19 R20 R21 R22 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35
T28, 2010-05-02 17:56:54, 4967.86, 5230.43,  5.055,   45.495374,  -84.073819,   2.5,        ,        ,  5.0552,        , R02 R04 R05 R06 R07 R08 R09 R10 R13 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:57:21, 4981.29, 5231.67,  5.000,   45.495385,  -84.073647,  12.1,        ,        ,        ,        , R02 R09 R13 R15 R29 R30 R31 R32
T28, 2010-05-02 17:57:57, 4967.45, 5230.56,  5.055,   45.495375,  -84.073824,   2.7,        ,        ,  5.0552,        , R06 R07 R08 R17 R18 R25 R26 R27 R33 R34
T28, 2010-05-02 17:58:19, 4968.21, 5230.44,  5.000,   45.495374,  -84.073815,   2.5,        ,        ,        ,        , R02 R04 R05 R06 R07 R08 R09 R10 R12 R16 R17 R18 R19 R23 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37
T28, 2010-05-02 17:58:43, 4968.51, 5230.69,  5.055,   45.495377,  -84.073811,   2.6,        ,        ,  5.0552,        , R02 R04 R05 R06 R07 R09 R14 R18 R25 R27 R28 R29 R30 R31 R32 R33 R34 R37
T28, 2010-05-02 17:59:13, 4968.00, 5230.39,  5.000,   45.495374,  -84.073817,   2.6,        ,        ,        ,        , R04 R05 R06 R07 R08 R09 R10 R14 R15 R16 R17 R18 R19 R20 R25 R26 R27 R29 R30 R31 R32 R33 R34
T28, 2010-05-02 17:59:54, 4971.03, 5234.24,  5.055,   45.495409,  -84.073779,   4.5,        ,        ,  5.0552,        , R04 R05 R06 R07 R08 R10 R13 R14 R16 R19 R20 R22 R25 R28 R29 R30 R32 R37
