TAG,DATETIME,X,Y,D,LAT,LON,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX
T28, 2010-05-03 01:24:42, 4969.46, 5231.75,  5.000,   45.495386,  -84.073799,   3.1,        ,        ,        ,        , R06 R10 R15 R16 R18 R26 R30 R31 R32 R33
T28, 2010-05-03 01:25:10, 4969.39, 5231.88,  5.055,   45.495387,  -84.073800,   2.6,        ,        ,  5.0552,        , R06 R07 R08 R10 R14 R15 R16 R18 R19 R20 R25 R26 R28 R30 R31 R32 R33 R34 R35 R39
T28, 2010-05-03 01:25:48, 4969.56, 5232.05,  5.000,   45.495389,  -84.073797,   2.6,        ,        ,        ,        , R06 R07 R08 R10 R13 R14 R16 R18 R19 R20 R25 R26 R28 R30 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:26:15, 4969.45, 5232.23,  5.055,   45.495390,  -84.073799,   2.6,        ,        ,  5.0552,        , R06 R07 R08 R10 R12 R13 R14 R15 R16 R18 R19 R25 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:26:50, 4969.36, 5232.05,  5.000,   45.495389,  -84.073800,   2.6,        ,        ,        ,        , R04 R06 R07 R12 R13 R14 R15 R16 R18 R19 R20 R25 R26 R28 R30 R31 R32 R33 R34 R35 R39
T28, 2010-05-03 01:27:10, 4969.45, 5231.94,  5.055,   45.495388,  -84.073799,   2.6,        ,        ,  5.0552,        , R04 R06 R12 R13 R14 R15 R16 R18 R19 R20 R25 R26 R28 R30 R31 R32 R33 R34 R35 R39
T28, 2010-05-03 01:29:07, 4964.45, 5231.96,  5.055,   45.495388,  -84.073863,   3.6,        ,        ,  5.0552,        , R07 R10 R13 R14 R15 R16 R30 R31 R32 R39
T28, 2010-05-03 01:30:23, 4969.26, 5231.54,  5.275,   45.495384,  -84.073801,   2.6,        ,        ,  5.2750,        , R04 R06 R07 R13 R14 R15 R16 R18 R20 R25 R26 R28 R30 R32 R33 R34 R35 R39
T28, 2010-05-03 01:31:03, 4969.15, 5232.66,  5.000,   45.495394,  -84.073803,   2.9,        ,        ,        ,        , R06 R08 R14 R16 R18 R19 R20 R25 R26 R28 R33 R35
T28, 2010-05-03 01:31:33, 4970.83, 5231.36,  5.055,   45.495383,  -84.073781,   5.3,        ,        ,  5.0552,        , R13 R16 R30 R31 R32 R33 R39
T28, 2010-05-03 01:32:15, 4969.05, 5231.48,  5.000,   45.495384,  -84.073804,   2.8,        ,        ,        ,        , R04 R06 R08 R13 R16 R28 R30 R31 R32 R33 R34 R35 R39
T28, 2010-05-03 01:34:25, 4969.17, 5231.86,  5.055,   45.495387,  -84.073802,   2.7,        ,        ,  5.0552,        , R06 R07 R14 R16 R18 R19 R20 R25 R26 R28 R32 R34 R35
T28, 2010-05-03 01:35:04, 4974.96, 5225.54,  5.000,   45.495330,  -84.073728,   7.8,        ,        ,        ,        , R08 R14 R15 R31 R39
T28, 2010-05-03 01:37:17, 4969.41, 5232.11,  5.000,   45.495389,  -84.073799,   2.6,        ,        ,        ,        , R08 R13 R14 R16 R24 R26 R28 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:38:16, 4971.23, 5233.28,  5.000,   45.495400,  -84.073776,   3.2,        ,        ,        ,        , R04 R06 R07 R13 R18 R20 R25 R26 R30 R32 R34 R35 R37
T28, 2010-05-03 01:39:02, 4969.04, 5232.30,  5.055,   45.495391,  -84.073804,   2.6,        ,        ,  5.0552,        , R04 R06 R13 R14 R16 R18 R19 R20 R25 R26 R28 R30 R32 R33 R34 R35 R39
T28, 2010-05-03 01:39:44, 4968.54, 5233.28,  5.000,   45.495400,  -84.073810,   2.9,        ,        ,        ,        , R06 R07 R09 R13 R15 R16 R18 R19 R20 R25 R26 R30 R32 R33 R35
T28, 2010-05-03 01:40:20, 4968.84, 5232.49,  5.055,   45.495393,  -84.073807,   2.6,        ,        ,  5.0552,        , R06 R07 R13 R14 R16 R18 R19 R20 R25 R26 R28 R30 R32 R33 R34 R35 R39
T28, 2010-05-03 01:40:43, 4965.82, 5235.23,  5.000,   45.495417,  -84.073845,   5.4,        ,        ,        ,        , R08 R14 R20 R39
T28, 2010-05-03 01:41:10, 4969.29, 5231.80,  5.055,   45.495387,  -84.073801,   2.6,        ,        ,  5.0552,        , R04 R06 R07 R08 R14 R15 R16 R18 R20 R25 R26 R28 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:41:44, 4970.70, 5233.87,  5.000,   45.495405,  -84.073783,   3.0,        ,        ,        ,        , R03 R04 R05 R06 R07 R08 R13 R15 R18 R19 R20 R25 R26 R28 R33 R35
T28, 2010-05-03 01:42:25, 4982.06, 5228.16,  5.000,   45.495354,  -84.073637,   9.0,        ,        ,        ,        , R08 R09 R12 R15 R30 R31
T28, 2010-05-03 01:42:47, 4972.57, 5231.37,  5.055,   45.495383,  -84.073759,   2.6,        ,        ,  5.0552,        , R04 R05 R06 R07 R08 R13 R14 R15 R16 R18 R19 R20 R25 R26 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:43:13, 4975.45, 5238.02,  5.000,   45.495443,  -84.073722,   2.6,        ,        ,        ,        , R02 R04 R05 R06 R07 R08 R13 R14 R15 R16 R18 R19 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:43:45, 4978.82, 5247.05,  5.055,   45.495524,  -84.073679,   2.6,        ,        ,  5.0552,        , R04 R05 R06 R07 R08 R13 R14 R15 R16 R18 R19 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:44:30, 4982.20, 5260.00,  5.000,   45.495640,  -84.073636,   2.7,        ,        ,        ,        , R04 R05 R06 R07 R13 R14 R15 R16 R18 R19 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R39
T28, 2010-05-03 01:45:44, 5000.38, 5278.06,  5.000,   45.495803,  -84.073403,   2.9,        ,        ,        ,        , R08 R14 R20 R28 R30 R31 R32 R33 R34 R37 R39
T28, 2010-05-03 01:47:15, 5032.91, 5275.24,  5.000,   45.495777,  -84.072987,   2.8,        ,        ,        ,        , R03 R04 R05 R06 R07 R08 R09 R10 R13 R14 R15 R16 R18 R19 R20 R25 R26 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:47:56, 5044.47, 5286.84,  5.275,   45.495882,  -84.072839,   2.8,        ,        ,  5.2750,        , R04 R05 R06 R07 R08 R14 R15 R16 R18 R19 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:48:28, 5056.71, 5297.12,  5.000,   45.495974,  -84.072682,   2.9,        ,        ,        ,        , R03 R04 R05 R06 R07 R08 R09 R13 R14 R15 R16 R18 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 01:49:13, 5070.39, 5305.91,  5.275,   45.496053,  -84.072507,   3.0,        ,        ,  5.2750,        , R02 R03 R04 R05 R06 R07 R09 R12 R13 R14 R15 R16 R18 R19 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 01:49:54, 5064.31, 5321.91,  5.000,   45.496197,  -84.072585,   3.0,        ,        ,        ,        , R06 R07 R08 R16 R18 R19 R20 R25 R26 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:50:27, 5049.59, 5326.14,  5.055,   45.496235,  -84.072774,   2.9,        ,        ,  5.0552,        , R04 R05 R07 R08 R10 R12 R13 R14 R15 R16 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:51:15, 5045.57, 5347.30,  5.000,   45.496426,  -84.072825,   2.9,        ,        ,        ,        , R03 R04 R05 R06 R07 R08 R09 R12 R13 R14 R15 R16 R18 R19 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:52:00, 5065.59, 5360.40,  5.275,   45.496544,  -84.072569,   3.0,        ,        ,  5.2750,        , R02 R03 R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R16 R18 R19 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 01:52:42, 5078.42, 5372.87,  5.000,   45.496656,  -84.072405,   3.1,        ,        ,        ,        , R03 R04 R05 R06 R07 R08 R09 R10 R12 R13 R14 R15 R16 R18 R19 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 01:53:17, 5084.03, 5392.73,  5.275,   45.496835,  -84.072333,   3.1,        ,        ,  5.2750,        , R04 R05 R07 R08 R09 R12 R13 R14 R15 R16 R18 R19 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 01:55:35, 5085.18, 5458.90,  5.000,   45.497430,  -84.072318,   3.0,        ,        ,        ,        , R04 R05 R07 R08 R12 R13 R14 R15 R18 R19 R24 R25 R28 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 01:56:09, 5100.84, 5465.05,  4.396,   45.497485,  -84.072118,   3.1,        ,        ,  4.3958,        , R02 R04 R05 R06 R07 R08 R09 R12 R13 R15 R18 R20 R24 R25 R26 R28 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 01:57:46, 5092.69, 5500.07,  3.736,   45.497800,  -84.072222,   3.1,        ,        ,  3.7364,        , R04 R06 R07 R08 R09 R14 R15 R16 R18 R24 R26 R28 R31 R34 R35 R37 R39
T28, 2010-05-03 01:58:34, 5096.92, 5525.15,  5.000,   45.498026,  -84.072168,   6.9,        ,        ,        ,        , R04 R05 R06 R07 R08 R13 R14 R15 R16 R25 R30 R32 R33 R34
T28, 2010-05-03 02:00:05, 5125.25, 5537.98,  5.000,   45.498141,  -84.071806,   3.7,        ,        ,        ,        , R06 R07 R16 R17 R18 R20 R25 R26 R28 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:01:17, 5143.50, 5517.85,  5.000,   45.497960,  -84.071572,   3.6,        ,        ,        ,        , R04 R06 R07 R17 R18 R19 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:02:01, 5144.47, 5495.07,  5.715,   45.497755,  -84.071560,   3.4,        ,        ,  5.7146,        , R04 R05 R06 R07 R08 R09 R10 R14 R15 R16 R17 R18 R19 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:02:41, 5158.06, 5489.93,  5.000,   45.497709,  -84.071386,   3.7,        ,        ,        ,        , R06 R07 R08 R14 R16 R17 R18 R24 R25 R26 R28 R29 R31 R33 R37
T28, 2010-05-03 02:03:54, 5160.13, 5469.97,  5.000,   45.497530,  -84.071359,   4.7,        ,        ,        ,        , R03 R04 R06 R07 R08 R10 R12 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R33 R36
T28, 2010-05-03 02:04:30, 5147.84, 5455.76,  1.978,   45.497402,  -84.071517,   3.1,        ,        ,  1.9780,        , R04 R06 R08 R14 R15 R16 R17 R18 R24 R25 R26 R27 R28 R29 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:04:53, 5138.03, 5452.98,  5.000,   45.497377,  -84.071642,   3.1,        ,        ,        ,        , R04 R06 R07 R14 R16 R17 R18 R20 R24 R25 R26 R27 R28 R29 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:06:41, 5105.20, 5464.62,  2.198,   45.497481,  -84.072062,   3.1,        ,        ,  2.1978,        , R06 R07 R08 R13 R14 R15 R16 R17 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:07:29, 5104.77, 5489.38,  5.000,   45.497704,  -84.072068,   3.8,        ,        ,        ,        , R06 R08 R14 R15 R16 R18 R20 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:08:15, 5102.95, 5505.82,  5.934,   45.497852,  -84.072091,   3.3,        ,        ,  5.9344,        , R05 R06 R07 R15 R16 R17 R18 R19 R20 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:08:59, 5096.75, 5529.80,  5.000,   45.498068,  -84.072170,   5.1,        ,        ,        ,        , R06 R15 R16 R17 R18 R19 R24 R25 R29 R30 R31 R33 R35 R36 R37
T28, 2010-05-03 02:09:36, 5096.83, 5537.99,  1.758,   45.498142,  -84.072169,   3.6,        ,        ,  1.7582,        , R06 R14 R17 R18 R20 R25 R26 R32 R33 R35 R36 R39
T28, 2010-05-03 02:10:03, 5101.58, 5550.61,  5.000,   45.498255,  -84.072108,   4.9,        ,        ,        ,        , R17 R24 R27 R34 R39
T28, 2010-05-03 02:10:37, 5092.37, 5572.09,  1.978,   45.498448,  -84.072226,   7.0,        ,        ,  1.9780,        , R15 R16 R17 R24 R25 R26 R27 R30 R33 R37
T28, 2010-05-03 02:11:40, 5089.64, 5588.57,  5.000,   45.498597,  -84.072261,  16.4,        ,        ,        ,        , R06 R07 R08 R10 R12 R13 R14 R17 R18 R26 R29 R30 R31 R32 R33
T28, 2010-05-03 02:12:06, 5066.86, 5584.17,  4.176,   45.498557,  -84.072553,   4.6,        ,        ,  4.1760,        , R13 R15 R17 R18 R19 R25 R26 R28 R29 R30 R33 R39
T28, 2010-05-03 02:13:24, 5090.73, 5606.74,  1.538,   45.498760,  -84.072247,   5.7,        ,        ,  1.5384,        , R06 R10 R17 R25 R26 R27 R28 R29 R31 R33 R34 R35 R37
T28, 2010-05-03 02:14:06, 5105.68, 5601.99,  5.000,   45.498717,  -84.072056,   4.0,        ,        ,        ,        , R06 R08 R16 R28 R31 R32 R33 R34 R37 R39
T28, 2010-05-03 02:14:42, 5115.22, 5595.62,  1.538,   45.498660,  -84.071934,   3.5,        ,        ,  1.5384,        , R06 R14 R16 R20 R25 R26 R27 R28 R33 R34 R35 R37 R39
T28, 2010-05-03 02:15:05, 5125.58, 5594.87,  5.000,   45.498653,  -84.071801,   4.8,        ,        ,        ,        , R06 R14 R16 R17 R18 R26 R27 R28 R29 R30 R31 R32 R33 R37
T28, 2010-05-03 02:15:31, 5131.58, 5594.93,  1.978,   45.498654,  -84.071724,   3.6,        ,        ,  1.9780,        , R06 R16 R17 R18 R24 R25 R26 R27 R28 R30 R31 R32 R33 R34 R37 R39
T28, 2010-05-03 02:16:04, 5139.64, 5601.84,  5.000,   45.498716,  -84.071621,   3.8,        ,        ,        ,        , R04 R05 R06 R07 R08 R10 R13 R14 R16 R17 R18 R19 R20 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:17:39, 5174.44, 5608.15,  5.000,   45.498773,  -84.071176,   3.8,        ,        ,        ,        , R16 R17 R18 R19 R20 R26 R27 R28 R29 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:19:04, 5200.29, 5624.45,  5.000,   45.498919,  -84.070845,   4.0,        ,        ,        ,        , R18 R24 R25 R26 R27 R28 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:19:36, 5202.57, 5642.35,  5.934,   45.499080,  -84.070816,   4.0,        ,        ,  5.9344,        , R07 R17 R24 R25 R26 R27 R28 R29 R31 R32 R34 R35 R37 R39
T28, 2010-05-03 02:20:21, 5217.52, 5645.51,  5.000,   45.499109,  -84.070625,   4.2,        ,        ,        ,        , R16 R17 R25 R26 R27 R28 R33 R34 R35 R37 R39
T28, 2010-05-03 02:21:01, 5235.11, 5647.65,  1.538,   45.499128,  -84.070400,   4.2,        ,        ,  1.5384,        , R17 R26 R27 R28 R31 R33 R34 R35 R37 R39
T28, 2010-05-03 02:21:34, 5248.16, 5641.85,  5.000,   45.499076,  -84.070233,   4.2,        ,        ,        ,        , R14 R16 R17 R24 R27 R28 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:23:55, 5303.57, 5667.76,  5.000,   45.499309,  -84.069524,   4.7,        ,        ,        ,        , R02 R04 R07 R08 R10 R13 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:24:15, 5308.71, 5661.61,  3.956,   45.499254,  -84.069458,   4.6,        ,        ,  3.9562,        , R16 R17 R18 R24 R26 R27 R28 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:25:00, 5330.07, 5661.98,  1.538,   45.499257,  -84.069185,  21.7,        ,        ,  1.5384,        , R24 R26 R27 R28 R31 R32 R33 R34 R39
T28, 2010-05-03 02:26:07, 5336.26, 5629.28,  0.659,   45.498963,  -84.069106,   4.5,        ,        ,  0.6592,        , R14 R16 R17 R25 R28 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:26:35, 5345.47, 5621.04,  5.000,   45.498889,  -84.068988,   4.4,        ,        ,        ,        , R16 R25 R26 R27 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:27:12, 5363.51, 5617.56,  4.616,   45.498857,  -84.068757,   4.6,        ,        ,  4.6156,        , R04 R06 R07 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:27:37, 5377.22, 5630.69,  5.000,   45.498976,  -84.068582,   6.2,        ,        ,        ,        , R06 R16 R17 R19 R24 R25 R26 R27 R32 R33 R36 R37
T28, 2010-05-03 02:28:08, 5388.48, 5613.46,  1.319,   45.498820,  -84.068438,   7.1,        ,        ,  1.3186,        , R24 R25 R30 R31 R32 R36
T28, 2010-05-03 02:28:50, 5391.85, 5596.33,  5.000,   45.498666,  -84.068395,   4.9,        ,        ,        ,        , R24 R25 R26 R32 R33 R37
T28, 2010-05-03 02:29:26, 5391.98, 5571.89,  0.659,   45.498446,  -84.068393,   4.1,        ,        ,  0.6592,        , R14 R16 R26 R27 R28 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:29:49, 5400.00, 5568.54,  5.000,   45.498416,  -84.068290,   4.0,        ,        ,        ,        , R24 R27 R34 R36 R37 R39
T28, 2010-05-03 02:30:50, 5434.64, 5577.18,  5.000,   45.498494,  -84.067847,   8.9,        ,        ,        ,        , R05 R06 R09 R10 R12 R14 R15 R16 R17 R18 R19 R21 R25 R28 R30 R33 R35 R36
T28, 2010-05-03 02:31:49, 5426.81, 5534.88,  0.879,   45.498113,  -84.067947,   4.3,        ,        ,  0.8790,        , R06 R16 R19 R24 R26 R27 R28 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:32:37, 5434.19, 5519.40,  0.659,   45.497974,  -84.067853,   3.9,        ,        ,  0.6592,        , R19 R24 R25 R26 R27 R31 R32 R33 R34 R35 R37 R39
T28, 2010-05-03 02:33:52, 5441.77, 5481.15,  0.439,   45.497630,  -84.067756,  19.6,        ,        ,  0.4394,        , R06 R21 R24 R25 R35 R36
T28, 2010-05-03 02:34:31, 5444.53, 5462.71,  5.000,   45.497464,  -84.067721,   5.5,        ,        ,        ,        , R06 R17 R18 R19 R24 R25 R26 R28 R32 R34 R39
T28, 2010-05-03 02:35:01, 5459.45, 5465.17,  4.176,   45.497486,  -84.067530,  16.6,        ,        ,  4.1760,        , R03 R04 R05 R07 R19 R21 R24 R25 R36
T28, 2010-05-03 02:36:09, 5441.48, 5428.35,  5.055,   45.497155,  -84.067760,   3.2,        ,        ,  5.0552,        , R04 R06 R09 R13 R14 R15 R16 R19 R25 R27 R28 R29 R30 R33 R34 R36 R37
T28, 2010-05-03 02:37:20, 5430.12, 5397.76,  0.879,   45.496880,  -84.067905,   3.4,        ,        ,  0.8790,        , R06 R14 R15 R19 R21 R24 R25 R26 R27 R28 R29 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:38:04, 5440.62, 5383.13,  5.000,   45.496748,  -84.067771,   3.2,        ,        ,        ,        , R03 R06 R16 R17 R18 R19 R21 R24 R25 R26 R27 R28 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:39:07, 5440.72, 5351.34,  5.000,   45.496462,  -84.067770,   3.1,        ,        ,        ,        , R06 R17 R18 R21 R24 R25 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:40:27, 5417.88, 5319.80,  5.000,   45.496178,  -84.068062,   3.0,        ,        ,        ,        , R16 R17 R18 R19 R21 R24 R25 R26 R27 R28 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:41:13, 5413.72, 5302.41,  0.439,   45.496022,  -84.068115,   3.0,        ,        ,  0.4394,        , R04 R05 R06 R16 R17 R18 R19 R21 R24 R25 R26 R27 R28 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:41:55, 5428.58, 5288.25,  5.000,   45.495894,  -84.067925,   2.9,        ,        ,        ,        , R06 R13 R15 R16 R17 R18 R19 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:42:31, 5441.21, 5274.01,  1.978,   45.495766,  -84.067763,   2.9,        ,        ,  1.9780,        , R06 R10 R15 R16 R17 R18 R19 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:42:53, 5445.29, 5264.49,  5.000,   45.495681,  -84.067711,   2.9,        ,        ,        ,        , R02 R03 R04 R06 R07 R09 R13 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:43:18, 5445.65, 5253.70,  1.099,   45.495584,  -84.067707,   2.8,        ,        ,  1.0988,        , R04 R07 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:44:30, 5432.66, 5220.76,  0.439,   45.495287,  -84.067873,   2.7,        ,        ,  0.4394,        , R04 R05 R06 R14 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:45:27, 5447.95, 5196.60,  0.220,   45.495070,  -84.067677,   2.7,        ,        ,  0.2196,        , R04 R06 R08 R14 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R30 R31 R32 R33 R34 R35 R36 R37 R39
T28, 2010-05-03 02:45:51, 5455.91, 5184.48,  5.000,   45.494961,  -84.067575,   2.6,        ,        ,        ,        , R04 R05 R07 R08 R09 R10 R12 R13 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R28 R30 R32 R33 R34 R35 R36 R37
T28, 2010-05-03 02:46:19, 5465.07, 5176.99,  1.758,   45.494893,  -84.067458,   2.8,        ,        ,  1.7582,        , R03 R06 R14 R16 R17 R18 R19 R21 R24 R25 R26 R29 R32 R33 R36 R37
T28, 2010-05-03 02:47:25, 5492.65, 5170.03,  0.439,   45.494831,  -84.067105,   2.6,        ,        ,  0.4394,        , R03 R06 R18 R20 R21 R24 R25 R26 R28 R29 R35 R36 R37 R39
T28, 2010-05-03 02:48:23, 5512.88, 5151.95,  1.978,   45.494668,  -84.066847,   3.1,        ,        ,  1.9780,        , R03 R17 R20 R21 R24 R25 R36
T28, 2010-05-03 02:48:49, 5524.50, 5138.92,  5.000,   45.494551,  -84.066698,   2.5,        ,        ,        ,        , R02 R03 R04 R05 R06 R07 R09 R12 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R30 R33 R34 R35 R36 R37
T28, 2010-05-03 02:49:23, 5531.33, 5130.41,  2.198,   45.494474,  -84.066611,   2.5,        ,        ,  2.1978,        , R03 R04 R06 R16 R18 R19 R20 R21 R24 R25 R26 R29 R34 R35 R36 R37
T28, 2010-05-03 02:50:11, 5532.44, 5108.87,  5.000,   45.494280,  -84.066596,   2.5,        ,        ,        ,        , R03 R04 R06 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R29 R30 R33 R34 R35 R36 R37
T28, 2010-05-03 02:50:57, 5532.65, 5087.34,  0.659,   45.494087,  -84.066594,   2.5,        ,        ,  0.6592,        , R03 R04 R05 R06 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R34 R35 R36 R37
T28, 2010-05-03 02:51:40, 5558.28, 5070.30,  5.000,   45.493933,  -84.066266,   4.9,        ,        ,        ,        , R04 R07 R17 R25 R27 R35
T28, 2010-05-03 02:53:44, 5569.38, 5028.70,  5.000,   45.493559,  -84.066124,   2.6,        ,        ,        ,        , R04 R06 R18 R19 R20 R21 R24 R25 R26 R33 R35 R36 R37
T28, 2010-05-03 02:54:10, 5566.31, 5016.90,  0.659,   45.493453,  -84.066163,   2.5,        ,        ,  0.6592,        , R02 R03 R04 R06 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R33 R34 R35 R36
T28, 2010-05-03 02:54:43, 5563.03, 4998.51,  5.000,   45.493287,  -84.066205,   2.6,        ,        ,        ,        , R02 R03 R04 R05 R06 R07 R08 R09 R13 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R30 R31 R32 R33 R34 R35 R36 R37
T28, 2010-05-03 02:55:31, 5549.19, 4983.77,  1.319,   45.493155,  -84.066382,   2.5,        ,        ,  1.3186,        , R03 R04 R06 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R33 R34 R35 R36 R37
T28, 2010-05-03 02:56:17, 5532.55, 4970.73,  5.000,   45.493037,  -84.066595,   2.5,        ,        ,        ,        , R02 R03 R04 R05 R06 R14 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R33 R34 R35 R36
T28, 2010-05-03 02:57:35, 5544.03, 4935.54,  5.000,   45.492721,  -84.066448,   2.5,        ,        ,        ,        , R02 R03 R04 R05 R06 R18 R19 R20 R21 R24 R25 R26 R33 R35 R36
T28, 2010-05-03 02:57:59, 5543.03, 4925.21,  3.297,   45.492628,  -84.066461,   2.5,        ,        ,  3.2968,        , R02 R03 R04 R05 R06 R14 R15 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R33 R34 R35
T28, 2010-05-03 02:58:26, 5535.88, 4915.35,  5.000,   45.492539,  -84.066553,   2.5,        ,        ,        ,        , R02 R03 R04 R06 R16 R17 R18 R19 R21 R24 R25 R26 R27 R28 R32 R33 R35 R37
T28, 2010-05-03 02:59:03, 5522.30, 4909.69,  0.439,   45.492488,  -84.066726,   2.5,        ,        ,  0.4394,        , R03 R04 R06 R16 R17 R18 R19 R20 R21 R24 R25 R26 R27 R28 R29 R33 R34 R35 R36 R37
T28, 2010-05-03 02:59:27, 5515.57, 4917.75,  5.000,   45.492561,  -84.066812,   3.4,        ,        ,        ,        , R02 R03 R06 R18 R20 R24 R26
T28, 2010-05-03 02:59:57, 5518.66, 4898.14,  4.176,   45.492384,  -84.066773,  16.3,        ,        ,  4.1760,        , R09 R17 R30 R36
T28, 2010-05-03 03:00:37, 5480.52, 4921.43,  5.000,   45.492594,  -84.067261,   2.5,        ,        ,        ,        , R01 R02 R04 R05 R16 R17 R18 R19 R20 R21 R23 R24 R25 R26 R27 R28 R33 R35 R37
T28, 2010-05-03 03:01:09, 5471.74, 4928.80,  0.439,   45.492660,  -84.067373,   2.5,        ,        ,  0.4394,        , R01 R04 R06 R16 R17 R18 R19 R20 R21 R22 R23 R24 R25 R26 R27 R28 R29 R33 R34 R36
